G27,G08,G07,G26,G21,G10,G18,G31,G16,G23
1755.0,1787.0,,1708.0,1679.0,1675.0,1617,,1877.0,1741.0
1788.0,1851.0,,1734.0,1708.0,1701.0,1643,,1914.0,1775.0
1817.0,1876.0,,1760.0,1734.0,1725.0,1674,,1965.0,1802.0
1876.0,1914.0,,1805.0,1760.0,1755.0,1698,,1993.0,1831.0
1913.0,1957.0,,1834.0,1804.0,1788.0,1726,,2031.0,1878.0
1938.0,1980.0,,1870.0,1839.0,1818.0,1753,,2059.0,1910.0
1963.0,2013.0,,1893.0,1866.0,1852.0,1795,,2084.0,1964.0
1995.0,2046.0,,1949.0,1892.0,1877.0,1822,,2116.0,2011.0
2031.0,2076.0,,1974.0,1942.0,1914.0,1845,,2146.0,2038.0
2059.0,2106.0,,2001.0,1963.0,1965.0,1880,,2178.0,2072.0
2084.0,2130.0,,2030.0,1995.0,1992.0,1903,,2217.0,2096.0
2116.0,2157.0,,2084.0,2031.0,2035.0,1935,,2249.0,2125.0
2143.0,2185.0,,2118.0,2059.0,2096.0,1963,,2285.0,2152.0
2170.0,2214.0,,2151.0,2085.0,2126.0,1995,,2319.0,2184.0
2201.0,2245.0,,2194.0,2124.0,2153.0,2032,,2364.0,2209.0
2233.0,2269.0,,2221.0,2162.0,2179.0,2058,,2389.0,2237.0
2261.0,2314.0,,2247.0,2187.0,2208.0,2083,,2414.0,2318.0
2289.0,2345.0,,2334.0,2219.0,2241.0,2113,,2443.0,2408.0
2315.0,2386.0,,2400.0,2262.0,2285.0,2139,,2477.0,2431.0
2354.0,2441.0,,2428.0,2296.0,2318.0,2174,,2503.0,2467.0
2382.0,2512.0,,2456.0,2322.0,2361.0,2208,,2543.0,2499.0
2422.0,2540.0,,2480.0,2370.0,2389.0,2242,,2567.0,2523.0
2447.0,2601.0,,2517.0,2401.0,2414.0,2275,,2598.0,2563.0
2471.0,2642.0,,2544.0,2428.0,2442.0,2303,,2626.0,2597.0
2504.0,2685.0,,2577.0,2456.0,2481.0,2347,,2651.0,2623.0
2558.0,2709.0,,2604.0,2481.0,2516.0,2374,,2682.0,2653.0
2587.0,2740.0,,2633.0,2514.0,2554.0,2400,,2709.0,2679.0
2619.0,2783.0,,2657.0,2538.0,2580.0,2429,,2739.0,2704.0
2649.0,2809.0,,2690.0,2569.0,2613.0,2459,,2790.0,2731.0
2692.0,2832.0,,2713.0,2606.0,2645.0,2490,,2817.0,2773.0
2716.0,2864.0,,2738.0,2638.0,2695.0,2531,,2841.0,2799.0
2750.0,2891.0,,2780.0,2666.0,2732.0,2561,,2878.0,2823.0
2775.0,2936.0,,2807.0,2775.0,2759.0,2590,,2911.0,2848.0
2805.0,2964.0,,2831.0,2805.0,2785.0,2627,,2938.0,2870.0
2830.0,2986.0,,2859.0,2831.0,2818.0,2650,,2966.0,2902.0
2856.0,3011.0,,2894.0,2858.0,2844.0,2691,,2999.0,2950.0
2885.0,3036.0,,2917.0,2895.0,2878.0,2713,,3023.0,2973.0
2943.0,3081.0,,2946.0,2922.0,2910.0,2738,,3047.0,3003.0
2967.0,3107.0,,2981.0,2948.0,2936.0,2778,,3073.0,3042.0
2995.0,3135.0,,3005.0,2974.0,2965.0,2805,,3099.0,3069.0
3027.0,3170.0,,3030.0,2999.0,3008.0,2830,,3125.0,3093.0
3050.0,3196.0,,3117.0,3023.0,3062.0,2857,,3152.0,3157.0
3079.0,3221.0,,3144.0,3048.0,3107.0,2887,,3190.0,3190.0
3112.0,3261.0,,3171.0,3077.0,3136.0,2912,,3215.0,3215.0
3135.0,3291.0,,3199.0,3102.0,3172.0,3004,,3258.0,3259.0
3171.0,3325.0,,3223.0,3134.0,3235.0,3037,,3294.0,3283.0
3199.0,3361.0,,3251.0,3161.0,3329.0,3066,,3322.0,3334.0
3224.0,3389.0,,3291.0,3184.0,3353.0,3099,,3350.0,3358.0
3250.0,3438.0,,3322.0,3228.0,3393.0,3125,,3377.0,3386.0
3297.0,3460.0,,3348.0,3258.0,3434.0,3152,,3427.0,3427.0
3343.0,3486.0,,3373.0,3294.0,3463.0,3191,,3452.0,3452.0
3368.0,3511.0,,3405.0,3322.0,3486.0,3216,,3485.0,3485.0
3403.0,3542.0,,3435.0,3351.0,3511.0,3247,,3511.0,3511.0
3429.0,3569.0,,3473.0,3376.0,3542.0,3276,,3542.0,3542.0
3455.0,,,3504.0,3415.0,3570.0,3305,,3570.0,3570.0
3480.0,,,3530.0,3455.0,,3344,,,
3507.0,,,3555.0,3480.0,,3369,,,
3532.0,,,,3507.0,,3397,,,
3555.0,,,,3532.0,,3422,,,
,,,,3555.0,,3445,,,
,,,,,,3493,,,
,,,,,,3516,,,
,,,,,,3554,,,
,,,,,,3585,,,
