G23,G16,G22,G29,G21,G28,G01,G27,G14,G12,G03,G11,G30,G18,G19,G17,G10,G13,G24,G20,G06,G09,G26,G32,G02,G31,G08,G05,G04,G25,G07,G15
34980.0,61680.0,,44100.0,71430.0,49860.0,82470.0,63930.0,25380,38460.0,74130.0,14190.0,17490.0,49860.0,27930.0,28530.0,41010.0,22500.0,33180.0,17100.0,12630.0,12630.0,56400.0,45240.0,24480.0,51210.0,69300.0,21600.0,13080.0,42240.0,13560.0,27720.0
35250.0,61950.0,,44370.0,71460.0,50130.0,82740.0,64200.0,25410,38490.0,74160.0,14220.0,17760.0,50130.0,28200.0,28800.0,58410.0,22770.0,33210.0,17370.0,12900.0,12900.0,56430.0,45510.0,24510.0,51480.0,69570.0,21870.0,49980.0,42510.0,13590.0,27750.0
35280.0,61980.0,,44400.0,71730.0,50160.0,82770.0,64230.0,25680,38760.0,74430.0,14490.0,17790.0,50160.0,28230.0,28830.0,58680.0,22800.0,33480.0,17400.0,12930.0,12930.0,56700.0,45540.0,24780.0,51510.0,69600.0,21900.0,50250.0,42540.0,13860.0,28020.0
35550.0,62250.0,,44670.0,71760.0,50430.0,83040.0,64500.0,25710,38790.0,74460.0,14520.0,18060.0,50430.0,28500.0,29100.0,58710.0,23070.0,33510.0,17670.0,13200.0,13200.0,56730.0,45810.0,24810.0,51780.0,69870.0,22170.0,50280.0,42810.0,13890.0,28050.0
35580.0,62280.0,,44700.0,72030.0,50460.0,83070.0,64530.0,25980,39060.0,74730.0,14790.0,18090.0,50460.0,28530.0,29130.0,58980.0,23100.0,33780.0,17700.0,13230.0,13230.0,57000.0,45840.0,25080.0,51810.0,69900.0,22200.0,50550.0,42840.0,14160.0,28320.0
35850.0,62550.0,,44970.0,72060.0,50730.0,83340.0,64800.0,26010,39090.0,74760.0,14820.0,18360.0,50730.0,28800.0,29400.0,59010.0,23370.0,33810.0,17970.0,13500.0,13500.0,57030.0,46110.0,25110.0,52080.0,70170.0,22470.0,50580.0,43110.0,14190.0,28350.0
35880.0,62580.0,,45000.0,72330.0,50760.0,83370.0,64830.0,26280,39360.0,75030.0,15090.0,18390.0,50760.0,28830.0,29430.0,59280.0,23400.0,34080.0,18000.0,13530.0,13530.0,57300.0,46140.0,25380.0,52110.0,70200.0,22500.0,50850.0,43140.0,14460.0,28620.0
36150.0,62850.0,,45270.0,72360.0,51030.0,83640.0,65100.0,26310,39390.0,75060.0,15120.0,18660.0,51030.0,29100.0,29700.0,59310.0,23670.0,34110.0,18270.0,13800.0,13800.0,57330.0,46410.0,25410.0,52380.0,70470.0,22770.0,50880.0,43410.0,14490.0,28650.0
36180.0,62880.0,,45300.0,72630.0,51060.0,83670.0,65130.0,26580,39660.0,75330.0,15390.0,18690.0,51060.0,29130.0,29730.0,59580.0,23700.0,34380.0,18300.0,13830.0,13830.0,57600.0,46440.0,25710.0,52410.0,70500.0,22800.0,51150.0,43440.0,14760.0,28920.0
36450.0,63150.0,,45570.0,72660.0,51330.0,83940.0,65400.0,26610,39690.0,75360.0,15420.0,18960.0,51330.0,29400.0,30000.0,59610.0,23970.0,34410.0,18570.0,14100.0,14100.0,57630.0,46710.0,40950.0,52680.0,70770.0,23070.0,51180.0,43710.0,14790.0,28950.0
36480.0,63180.0,,45600.0,72930.0,51360.0,83970.0,65430.0,26880,39960.0,75630.0,15690.0,18990.0,51360.0,29430.0,30030.0,59880.0,24000.0,34680.0,18600.0,14130.0,14130.0,57900.0,46740.0,41220.0,52710.0,70800.0,23100.0,51450.0,43740.0,15060.0,29220.0
36750.0,63450.0,,45870.0,72960.0,51630.0,84240.0,65700.0,26910,39990.0,75660.0,15720.0,19260.0,51630.0,29700.0,30300.0,59910.0,24270.0,34710.0,18870.0,14400.0,14400.0,57930.0,47010.0,41250.0,52980.0,71070.0,23370.0,51480.0,44010.0,15090.0,29250.0
36780.0,63480.0,,45900.0,73230.0,51660.0,84270.0,65730.0,27180,40260.0,75930.0,15990.0,19290.0,51660.0,29730.0,30330.0,60180.0,24300.0,34980.0,18900.0,14430.0,14430.0,58200.0,47040.0,41520.0,53010.0,71100.0,23400.0,51750.0,44040.0,15360.0,29520.0
37050.0,63750.0,,46170.0,73260.0,51930.0,84540.0,66000.0,27210,40290.0,75960.0,16020.0,19560.0,51930.0,30000.0,30600.0,60210.0,24570.0,35010.0,19170.0,14700.0,14700.0,58230.0,47310.0,41550.0,53280.0,71370.0,23670.0,51780.0,44310.0,15390.0,29550.0
37080.0,63780.0,,46200.0,73530.0,51960.0,84570.0,66030.0,27480,40560.0,76230.0,16290.0,19590.0,51960.0,30030.0,30630.0,60480.0,24600.0,35280.0,19200.0,14730.0,14730.0,58500.0,47340.0,42090.0,53310.0,71400.0,23700.0,52050.0,44340.0,15660.0,29820.0
37350.0,64050.0,,46470.0,73560.0,52230.0,84840.0,66300.0,27510,40590.0,76260.0,16320.0,19860.0,52230.0,30300.0,30900.0,60510.0,24870.0,35310.0,19470.0,15000.0,15000.0,58530.0,47610.0,42390.0,53580.0,71670.0,23970.0,52080.0,44610.0,15690.0,29850.0
37380.0,64080.0,,46500.0,73830.0,52260.0,84870.0,66330.0,27780,40860.0,76530.0,16590.0,19890.0,52260.0,30330.0,30930.0,60780.0,24900.0,35580.0,19500.0,15030.0,15030.0,58800.0,47640.0,42660.0,53610.0,71700.0,24000.0,52350.0,44640.0,15960.0,30120.0
37950.0,64350.0,,46770.0,73860.0,52530.0,85140.0,66600.0,27810,40890.0,76560.0,16620.0,20160.0,52530.0,30600.0,31200.0,60810.0,25170.0,35610.0,19770.0,15300.0,15300.0,58830.0,47910.0,42690.0,53880.0,71970.0,24270.0,52380.0,44910.0,15990.0,30150.0
37980.0,64380.0,,46800.0,74130.0,52560.0,85170.0,66630.0,28080,41160.0,76830.0,16890.0,20190.0,52560.0,30630.0,31230.0,61080.0,25200.0,35880.0,19800.0,15330.0,15330.0,59100.0,47940.0,42960.0,53910.0,72000.0,24300.0,52650.0,44940.0,16260.0,30420.0
38250.0,64650.0,,47070.0,74160.0,52830.0,85440.0,66900.0,28110,41190.0,76860.0,16920.0,20460.0,52830.0,30900.0,31500.0,61110.0,25470.0,35910.0,20070.0,15600.0,15600.0,59130.0,48210.0,42990.0,54180.0,72270.0,24570.0,52680.0,45210.0,16290.0,30450.0
38280.0,64680.0,,47100.0,74430.0,52860.0,85470.0,66930.0,28380,41460.0,77130.0,17190.0,20490.0,52860.0,30930.0,31530.0,61380.0,25500.0,36180.0,20100.0,15900.0,15630.0,59400.0,48240.0,43260.0,54210.0,72300.0,24600.0,52950.0,45240.0,16560.0,30720.0
38550.0,64950.0,,47370.0,74460.0,53130.0,85740.0,67200.0,28410,41490.0,77160.0,17220.0,20760.0,53130.0,31200.0,31800.0,61410.0,25770.0,36210.0,20370.0,15930.0,15900.0,59430.0,48510.0,43290.0,54480.0,72570.0,24870.0,52980.0,45510.0,16590.0,30750.0
38580.0,64980.0,,47400.0,74730.0,53160.0,85770.0,67230.0,28680,41760.0,77430.0,17490.0,20790.0,53160.0,31230.0,31830.0,61680.0,25800.0,36480.0,20400.0,16200.0,15930.0,59700.0,48540.0,43560.0,54510.0,72600.0,24900.0,53250.0,45540.0,16860.0,31020.0
38850.0,65250.0,,47670.0,74760.0,53430.0,86040.0,67500.0,28710,41790.0,77460.0,17520.0,21060.0,53430.0,31500.0,32100.0,61710.0,26070.0,36510.0,20670.0,16230.0,16200.0,59730.0,48810.0,43590.0,54780.0,72870.0,25170.0,53280.0,45810.0,16890.0,31050.0
38880.0,65280.0,,47700.0,75030.0,53460.0,86070.0,67530.0,28980,42060.0,77730.0,17790.0,21090.0,53460.0,31530.0,32130.0,61980.0,26100.0,36780.0,20700.0,16500.0,16230.0,60000.0,48840.0,43860.0,54810.0,72900.0,25200.0,53550.0,45840.0,17160.0,31320.0
54840.0,65550.0,,47970.0,75060.0,53730.0,86340.0,67800.0,29010,42090.0,77760.0,17820.0,21360.0,53730.0,31800.0,32400.0,62010.0,26370.0,36810.0,20970.0,16530.0,16500.0,60030.0,49110.0,43890.0,55080.0,73170.0,25470.0,53580.0,46110.0,17190.0,31350.0
55410.0,65580.0,,48000.0,75330.0,53760.0,,67830.0,29280,42360.0,78030.0,18090.0,21390.0,53760.0,31830.0,32430.0,62280.0,26400.0,37080.0,21000.0,16800.0,16530.0,60300.0,49140.0,44160.0,55110.0,73200.0,25500.0,53850.0,46140.0,17460.0,31620.0
55440.0,65850.0,,48270.0,75360.0,54030.0,,68100.0,29310,42390.0,78060.0,18120.0,21660.0,54030.0,32100.0,32700.0,62310.0,26670.0,37110.0,21270.0,16830.0,16800.0,60330.0,49410.0,44190.0,55380.0,73470.0,25770.0,53880.0,46410.0,17490.0,31650.0
55710.0,65880.0,,48300.0,75630.0,54060.0,,68130.0,29580,42660.0,78330.0,18390.0,21690.0,54060.0,32130.0,32730.0,62580.0,26700.0,37380.0,21300.0,17100.0,16830.0,60600.0,49440.0,44460.0,55410.0,73500.0,25800.0,54150.0,46440.0,17760.0,31920.0
55740.0,66150.0,,48570.0,75660.0,54330.0,,68400.0,29610,42690.0,78360.0,18420.0,21960.0,54330.0,32400.0,33000.0,62610.0,26970.0,37410.0,21570.0,17130.0,17100.0,60630.0,49740.0,44490.0,55680.0,73770.0,26070.0,54180.0,46710.0,17790.0,31950.0
56010.0,66180.0,,48600.0,75930.0,54360.0,,68430.0,29880,42960.0,78630.0,18690.0,21990.0,54360.0,32430.0,33030.0,62880.0,27000.0,37680.0,21600.0,17400.0,17280.0,60900.0,50010.0,44760.0,55710.0,73800.0,26100.0,54450.0,46740.0,18060.0,32220.0
56040.0,66450.0,,48870.0,75960.0,54630.0,,68700.0,29910,42990.0,78660.0,18720.0,22260.0,54630.0,32700.0,33300.0,62910.0,27270.0,37710.0,21870.0,17430.0,17460.0,60930.0,50040.0,44790.0,55980.0,74070.0,26370.0,54480.0,47010.0,18090.0,32250.0
56310.0,66480.0,,48900.0,76230.0,54660.0,,68730.0,30180,43260.0,78930.0,18990.0,22290.0,54660.0,32730.0,33330.0,63180.0,27300.0,37980.0,21900.0,36360.0,17730.0,61200.0,50280.0,45060.0,56010.0,74100.0,26400.0,54750.0,47040.0,18360.0,32520.0
56340.0,66750.0,,49170.0,76260.0,54930.0,,69000.0,30210,43290.0,78960.0,19020.0,22560.0,54930.0,33000.0,33600.0,63210.0,27570.0,38010.0,22170.0,36630.0,17760.0,61230.0,50340.0,45090.0,56280.0,74370.0,26670.0,54780.0,47310.0,18390.0,32550.0
56610.0,66780.0,,49200.0,76530.0,54960.0,,69030.0,30480,43560.0,79230.0,19290.0,22590.0,54960.0,33030.0,33630.0,63480.0,27600.0,38280.0,22200.0,36660.0,18030.0,61500.0,66300.0,45360.0,56310.0,74400.0,26700.0,55050.0,47340.0,18660.0,32820.0
56640.0,67050.0,,49470.0,76560.0,55230.0,,69300.0,30510,43590.0,79260.0,19320.0,22860.0,55230.0,33300.0,33900.0,63510.0,27870.0,38310.0,22470.0,36930.0,18060.0,61530.0,66360.0,45390.0,56580.0,74670.0,26970.0,55080.0,47610.0,18690.0,32850.0
56910.0,67080.0,,49500.0,76830.0,55260.0,,69330.0,30780,43860.0,79530.0,19620.0,22890.0,55260.0,33330.0,33930.0,63780.0,27900.0,38580.0,22500.0,36960.0,18330.0,61800.0,66600.0,45660.0,56610.0,74700.0,27000.0,55350.0,47640.0,18960.0,33120.0
56940.0,67350.0,,49770.0,76860.0,55530.0,,69600.0,30810,43890.0,79560.0,19890.0,23160.0,55530.0,33600.0,34200.0,63810.0,28170.0,38610.0,22770.0,37230.0,18360.0,61830.0,67170.0,45690.0,56880.0,74970.0,27270.0,55380.0,47910.0,18990.0,33150.0
57210.0,67380.0,,49800.0,77130.0,55560.0,,69630.0,31080,44160.0,79830.0,19920.0,23190.0,55560.0,33630.0,34230.0,64080.0,28200.0,38880.0,22800.0,37260.0,18630.0,62100.0,67200.0,45960.0,56910.0,75000.0,27300.0,55650.0,47940.0,19260.0,33420.0
57240.0,67650.0,,50070.0,77160.0,55830.0,,69900.0,31110,44190.0,79860.0,20190.0,23460.0,55830.0,33900.0,34500.0,64110.0,28470.0,38910.0,23070.0,37530.0,18660.0,62130.0,67470.0,46860.0,57180.0,75270.0,27570.0,55680.0,48210.0,19290.0,33450.0
57510.0,67680.0,,50100.0,77430.0,55860.0,,69930.0,31380,44460.0,80130.0,20220.0,23490.0,55860.0,33930.0,34530.0,64380.0,28500.0,39180.0,23100.0,37560.0,18930.0,62400.0,67500.0,47160.0,57210.0,75300.0,27600.0,55950.0,48240.0,19560.0,33720.0
57540.0,67950.0,,50370.0,77460.0,56130.0,,70200.0,31410,44490.0,80160.0,20490.0,23760.0,56130.0,34200.0,34800.0,64410.0,28770.0,39210.0,23370.0,37830.0,18960.0,62430.0,67770.0,47430.0,57480.0,75570.0,27870.0,55980.0,48510.0,19590.0,33750.0
57810.0,67980.0,,50400.0,77730.0,56160.0,,70230.0,69060,44760.0,80430.0,20520.0,23790.0,56160.0,34230.0,34830.0,64680.0,28800.0,39480.0,23400.0,37860.0,19230.0,62700.0,67800.0,47460.0,57510.0,75600.0,27900.0,56250.0,48540.0,19860.0,34020.0
57840.0,68250.0,,50670.0,77760.0,56430.0,,70500.0,69330,44790.0,80460.0,20790.0,24060.0,56430.0,34500.0,35100.0,64710.0,29070.0,39510.0,23670.0,38130.0,19260.0,62730.0,68070.0,47730.0,57780.0,75870.0,28170.0,56280.0,48810.0,19890.0,34050.0
58110.0,68280.0,,50700.0,78030.0,56460.0,,70530.0,69360,45060.0,80730.0,20820.0,24090.0,56460.0,34530.0,35130.0,64980.0,29100.0,39780.0,23700.0,38160.0,81240.0,63000.0,68100.0,47760.0,57810.0,75900.0,28200.0,56550.0,48840.0,20160.0,34320.0
58140.0,68550.0,,50970.0,78060.0,56730.0,,70800.0,69630,45090.0,80760.0,21090.0,24360.0,56730.0,34800.0,35400.0,65010.0,29370.0,39810.0,23970.0,38430.0,81450.0,63030.0,68370.0,48030.0,58080.0,76170.0,28470.0,56580.0,49110.0,20190.0,34350.0
58410.0,68580.0,,51000.0,78330.0,56760.0,,70830.0,69660,45360.0,81030.0,21120.0,24390.0,56760.0,34830.0,35430.0,65280.0,29400.0,40080.0,24000.0,38460.0,81720.0,63300.0,68400.0,48060.0,58110.0,76200.0,28500.0,56850.0,49140.0,20460.0,34620.0
58440.0,68850.0,,51270.0,78360.0,57030.0,,71100.0,69930,45390.0,81060.0,21390.0,24660.0,57030.0,35100.0,35700.0,65310.0,29670.0,40110.0,24270.0,38730.0,81750.0,63330.0,68670.0,48330.0,58380.0,76470.0,28770.0,56880.0,49410.0,20490.0,34650.0
58710.0,68880.0,,51300.0,78630.0,57060.0,,71130.0,69960,45660.0,81330.0,21420.0,24690.0,57060.0,35130.0,35730.0,65580.0,29700.0,40380.0,24300.0,38760.0,82020.0,63600.0,68700.0,48360.0,58410.0,76500.0,28800.0,77550.0,49440.0,20760.0,34920.0
58740.0,69150.0,,51570.0,78660.0,57330.0,,71400.0,70230,45690.0,81360.0,21690.0,24960.0,57330.0,35400.0,36000.0,65610.0,29970.0,40410.0,24570.0,39030.0,82050.0,63630.0,68970.0,48630.0,58680.0,76770.0,29100.0,77820.0,49710.0,20790.0,34950.0
59010.0,69180.0,,51600.0,78930.0,57360.0,,71430.0,70380,45960.0,81630.0,21720.0,24990.0,57360.0,35430.0,36030.0,65880.0,30000.0,40680.0,24600.0,39060.0,82320.0,63900.0,69000.0,48660.0,58710.0,76800.0,29370.0,77850.0,49740.0,21060.0,35220.0
59040.0,69450.0,,51870.0,78960.0,57630.0,,71700.0,70590,45990.0,81660.0,37860.0,25260.0,57630.0,35700.0,36300.0,65910.0,30270.0,40710.0,24870.0,39330.0,82350.0,63930.0,69270.0,48930.0,59280.0,77070.0,29400.0,78420.0,50010.0,21360.0,35250.0
59310.0,69480.0,,51900.0,79230.0,57660.0,,71730.0,70860,46260.0,81930.0,38130.0,25290.0,57660.0,35730.0,36330.0,66180.0,30300.0,40980.0,24900.0,39360.0,82620.0,64200.0,69300.0,48960.0,59310.0,77100.0,29670.0,78450.0,50040.0,21390.0,35520.0
59340.0,69750.0,,52170.0,79260.0,57930.0,,72000.0,70890,46290.0,81960.0,38160.0,25560.0,57930.0,36000.0,36600.0,66210.0,30570.0,41010.0,25170.0,39630.0,82650.0,64230.0,69570.0,49230.0,59580.0,77370.0,29700.0,78720.0,50310.0,21660.0,35550.0
59610.0,69780.0,,52200.0,79530.0,58230.0,,72030.0,71160,46560.0,82230.0,38430.0,25590.0,57960.0,36030.0,36630.0,66480.0,30600.0,41280.0,25200.0,39660.0,82920.0,64500.0,69600.0,49260.0,59610.0,77400.0,29970.0,78750.0,50340.0,21690.0,35820.0
59640.0,70050.0,,52470.0,79560.0,58260.0,,72300.0,71190,46590.0,82260.0,38460.0,25860.0,58230.0,36300.0,73920.0,66510.0,30870.0,41310.0,25470.0,39930.0,82950.0,64530.0,69870.0,49530.0,59880.0,77670.0,30000.0,79020.0,50610.0,21960.0,35850.0
59910.0,70080.0,,52500.0,79830.0,58530.0,,72330.0,71460,46860.0,82530.0,38730.0,25890.0,58260.0,36330.0,74190.0,66780.0,30900.0,41580.0,25500.0,39960.0,83220.0,64800.0,69900.0,49560.0,59910.0,77700.0,30270.0,79050.0,50640.0,21990.0,36120.0
59940.0,70350.0,,52770.0,79860.0,58560.0,,72600.0,71490,46890.0,82560.0,38760.0,26160.0,58530.0,36600.0,74220.0,66810.0,31170.0,41610.0,25770.0,40230.0,83250.0,64830.0,70170.0,49830.0,60180.0,77970.0,30300.0,79320.0,50910.0,22260.0,36150.0
60210.0,70380.0,,52800.0,80130.0,79350.0,,72630.0,71760,47160.0,82830.0,39030.0,26190.0,58560.0,36630.0,74490.0,67080.0,31200.0,41880.0,26070.0,40260.0,83520.0,65100.0,70200.0,49860.0,60210.0,78000.0,30570.0,79350.0,50940.0,22290.0,36420.0
60240.0,70650.0,,53070.0,80160.0,79620.0,,72900.0,71790,47190.0,82860.0,39060.0,26460.0,58830.0,36900.0,74520.0,67110.0,31470.0,41910.0,26100.0,40530.0,83550.0,65130.0,70470.0,50130.0,60480.0,78270.0,30600.0,79620.0,51210.0,59430.0,36450.0
60510.0,70680.0,,53100.0,80430.0,79920.0,,72930.0,72060,47460.0,83130.0,39330.0,26490.0,58860.0,36930.0,74790.0,67380.0,31500.0,42180.0,26370.0,40560.0,83820.0,65400.0,70500.0,50160.0,60510.0,78300.0,30870.0,79650.0,51240.0,59700.0,36720.0
60540.0,70950.0,,53370.0,80460.0,80220.0,,73200.0,72090,47490.0,83160.0,39360.0,26760.0,59130.0,37200.0,75090.0,67410.0,31770.0,42210.0,26400.0,40830.0,83850.0,65430.0,70770.0,50430.0,60780.0,78570.0,30900.0,79920.0,51510.0,59730.0,36750.0
60810.0,70980.0,,53400.0,80730.0,80280.0,,73230.0,72360,47760.0,83430.0,39630.0,27060.0,59160.0,37230.0,75120.0,67680.0,31800.0,42480.0,26670.0,40860.0,84120.0,65700.0,70800.0,50460.0,60990.0,78600.0,31170.0,79950.0,51540.0,60000.0,37020.0
60840.0,71250.0,,53670.0,80760.0,80400.0,,73500.0,72390,47790.0,83460.0,39660.0,27090.0,59430.0,37500.0,75390.0,67710.0,32070.0,42510.0,26700.0,41130.0,84150.0,65730.0,71070.0,50730.0,61140.0,78870.0,31200.0,80220.0,51810.0,60030.0,37050.0
61110.0,71280.0,,53700.0,81030.0,80670.0,,73530.0,72660,48060.0,83730.0,39930.0,27360.0,59460.0,37530.0,75420.0,67980.0,32100.0,42780.0,26970.0,41160.0,84420.0,66000.0,71100.0,50760.0,61410.0,78900.0,50250.0,80250.0,51840.0,60300.0,37320.0
61140.0,71580.0,,53970.0,81060.0,80700.0,,73800.0,72690,48090.0,83760.0,39960.0,27570.0,59730.0,37800.0,75690.0,68010.0,32370.0,42810.0,27210.0,41430.0,84450.0,66030.0,71370.0,51030.0,61440.0,79170.0,50460.0,80520.0,52110.0,60330.0,37350.0
61410.0,71850.0,,54000.0,81330.0,80970.0,,73830.0,72960,48360.0,84030.0,40230.0,27750.0,59760.0,37830.0,75720.0,68280.0,32400.0,43080.0,27390.0,41550.0,84720.0,66300.0,71400.0,51060.0,80070.0,79200.0,50730.0,80550.0,52140.0,60600.0,37620.0
61440.0,71880.0,,54270.0,81360.0,81000.0,,74100.0,72990,48390.0,84060.0,40260.0,28020.0,60030.0,38100.0,75990.0,68310.0,32670.0,43110.0,48900.0,42000.0,84750.0,66330.0,71670.0,51330.0,80340.0,79470.0,50760.0,80820.0,52410.0,60630.0,37650.0
61710.0,72150.0,,54300.0,81630.0,81270.0,,74130.0,73260,48660.0,84330.0,40530.0,28050.0,60060.0,38130.0,76020.0,68580.0,32700.0,43380.0,49170.0,42270.0,85020.0,66600.0,71700.0,51360.0,80370.0,79500.0,51030.0,80850.0,52440.0,60900.0,37950.0
61740.0,72180.0,,54570.0,81660.0,81300.0,,74400.0,73290,48690.0,84360.0,40560.0,28320.0,60330.0,38400.0,76290.0,68610.0,32970.0,43410.0,49740.0,42300.0,85050.0,66630.0,71970.0,51630.0,80640.0,79770.0,51060.0,81120.0,52710.0,61050.0,38220.0
62010.0,72450.0,,54600.0,81930.0,81570.0,,74430.0,73560,48960.0,84630.0,40830.0,28350.0,60360.0,38430.0,76320.0,68880.0,33000.0,43680.0,49770.0,42570.0,85320.0,66900.0,72000.0,51660.0,80670.0,79800.0,51330.0,81150.0,52740.0,61260.0,38250.0
62040.0,72480.0,,54870.0,81960.0,81600.0,,74700.0,73590,48990.0,84660.0,40860.0,65280.0,60630.0,38700.0,76590.0,68910.0,33270.0,43710.0,50040.0,42600.0,85350.0,66930.0,72270.0,51930.0,80940.0,80070.0,51360.0,81420.0,53010.0,61530.0,38520.0
62310.0,72750.0,,54900.0,82230.0,81870.0,,74730.0,73860,49260.0,84930.0,41130.0,65550.0,60660.0,38730.0,76620.0,69180.0,33300.0,43980.0,50070.0,42870.0,85620.0,67200.0,72300.0,51960.0,80970.0,80100.0,51630.0,81450.0,53040.0,61560.0,38550.0
62340.0,72780.0,,55170.0,82260.0,81930.0,,75000.0,73890,49290.0,84960.0,41160.0,65580.0,60930.0,39000.0,76890.0,69210.0,33570.0,44010.0,50340.0,42900.0,85650.0,67260.0,72570.0,52230.0,81240.0,80370.0,51660.0,81720.0,53310.0,65220.0,38820.0
62610.0,73050.0,,55200.0,82530.0,82200.0,,75030.0,74160,49560.0,85230.0,41430.0,65850.0,60960.0,39030.0,76920.0,69480.0,33600.0,44280.0,50400.0,43170.0,85920.0,,72600.0,52260.0,81270.0,80400.0,51930.0,81750.0,53340.0,65250.0,38850.0
62640.0,,,55470.0,82560.0,82230.0,,75300.0,74190,49590.0,85260.0,41460.0,65880.0,61230.0,39300.0,77190.0,69510.0,33870.0,44310.0,50670.0,43200.0,85950.0,,72870.0,52530.0,81540.0,80670.0,51960.0,82020.0,53610.0,65550.0,39120.0
62910.0,,,55500.0,82830.0,82500.0,,75330.0,74460,49860.0,85530.0,41730.0,66150.0,61260.0,39330.0,77220.0,69780.0,33900.0,44580.0,50700.0,43470.0,86220.0,,72900.0,52560.0,81570.0,80700.0,52230.0,82050.0,53640.0,65820.0,39150.0
62940.0,,,55770.0,82860.0,82530.0,,75600.0,74490,49890.0,85560.0,41760.0,66180.0,61530.0,39600.0,77490.0,69810.0,34170.0,44610.0,50970.0,43500.0,,,73170.0,52830.0,81840.0,80970.0,52260.0,82320.0,53910.0,65850.0,39420.0
63210.0,,,55800.0,83130.0,82800.0,,75630.0,74760,50160.0,85830.0,42030.0,66450.0,61560.0,39630.0,77520.0,70080.0,34200.0,44880.0,51330.0,43770.0,,,73200.0,52860.0,81870.0,81000.0,52530.0,82350.0,53940.0,66120.0,39450.0
63240.0,,,56070.0,83160.0,82830.0,,75900.0,74790,50190.0,85860.0,42060.0,66480.0,61830.0,39900.0,77790.0,70110.0,34470.0,44910.0,52170.0,43800.0,,,73470.0,53130.0,82140.0,81270.0,52560.0,82620.0,54210.0,66150.0,39720.0
63510.0,,,56100.0,83430.0,83100.0,,75930.0,75060,50460.0,86130.0,42330.0,66750.0,61860.0,39930.0,77820.0,70380.0,34500.0,45180.0,52260.0,44070.0,,,73500.0,53160.0,82170.0,81570.0,52830.0,82650.0,54240.0,66420.0,
63540.0,,,56370.0,83460.0,83130.0,,76200.0,75090,50490.0,,42360.0,66780.0,62130.0,40200.0,78090.0,70410.0,34770.0,45210.0,52620.0,44100.0,,,73770.0,53430.0,82440.0,81600.0,52860.0,82920.0,54510.0,66450.0,
63810.0,,,56400.0,83730.0,83400.0,,76230.0,75360,50760.0,,42630.0,67050.0,62160.0,40230.0,78120.0,70680.0,34800.0,45480.0,52710.0,44370.0,,,73800.0,53460.0,82470.0,81870.0,53130.0,82950.0,54540.0,66720.0,
63840.0,,,56670.0,83760.0,83430.0,,76500.0,75390,50790.0,,42660.0,67080.0,62430.0,40500.0,78390.0,70710.0,35070.0,45510.0,,44580.0,,,74070.0,53730.0,82740.0,82050.0,53160.0,83220.0,54810.0,66750.0,
64110.0,,,56700.0,84030.0,83700.0,,76530.0,75660,51060.0,,42930.0,67350.0,62460.0,40530.0,78420.0,70980.0,35100.0,45780.0,,44760.0,,,74100.0,53760.0,82770.0,82230.0,53430.0,83250.0,54840.0,67020.0,
64140.0,,,56970.0,84060.0,83730.0,,76800.0,75690,51090.0,,42960.0,67380.0,62730.0,78330.0,78690.0,71010.0,35370.0,,,81330.0,,,74370.0,54030.0,83040.0,82500.0,53460.0,83520.0,55110.0,67050.0,
64410.0,,,57000.0,84330.0,84000.0,,76830.0,75960,51360.0,,43230.0,67740.0,62760.0,78600.0,78720.0,71280.0,35400.0,,,81600.0,,,74400.0,54060.0,83070.0,,53730.0,83550.0,55350.0,67320.0,
64440.0,,,57270.0,84360.0,84030.0,,77130.0,75990,,,43260.0,68040.0,63030.0,78630.0,78990.0,71310.0,35670.0,,,81630.0,,,74670.0,54330.0,83340.0,,53760.0,83820.0,55440.0,67350.0,
64710.0,,,57300.0,84630.0,84300.0,,77400.0,76260,,,43530.0,68100.0,63060.0,78900.0,79020.0,71580.0,35700.0,,,81900.0,,,74700.0,54360.0,83370.0,,54030.0,83850.0,55500.0,67620.0,
64740.0,,,57570.0,84660.0,84330.0,,77430.0,76290,,,43560.0,68370.0,63330.0,78930.0,79290.0,71610.0,35970.0,,,81930.0,,,74970.0,54630.0,83640.0,,54060.0,84120.0,55770.0,67650.0,
65010.0,,,57600.0,84930.0,84600.0,,77700.0,76560,,,43830.0,68730.0,63360.0,79200.0,79320.0,71880.0,36000.0,,,82200.0,,,75000.0,54660.0,83670.0,,54330.0,84150.0,55800.0,67920.0,
65040.0,,,57870.0,84960.0,84630.0,,77730.0,76590,,,43860.0,69000.0,63630.0,79230.0,79590.0,71910.0,36270.0,,,82230.0,,,75270.0,54930.0,83940.0,,54360.0,84420.0,56070.0,67950.0,
65310.0,,,57900.0,85230.0,84900.0,,,76860,,,44130.0,69030.0,63660.0,79500.0,79620.0,72180.0,36600.0,,,82500.0,,,75300.0,54960.0,83970.0,,54630.0,84450.0,56310.0,68220.0,
65340.0,,,58200.0,85260.0,84930.0,,,76890,,,44160.0,69300.0,63930.0,79530.0,79890.0,72210.0,,,,82530.0,,,75570.0,55230.0,84240.0,,54810.0,84720.0,56430.0,68250.0,
65610.0,,,58470.0,85530.0,85200.0,,,77160,,,44430.0,69330.0,63960.0,79800.0,79920.0,72480.0,,,,82800.0,,,75600.0,55260.0,84270.0,,54990.0,84750.0,,68520.0,
