G27,G25,G09,G12,G26,G01,G02,G16,G03,G17,G06,G19,G15,G08,G07,G14,G24,G13,G32,G29,G05,G20,G21,G30,G18,G31,G04,G10,G23,G11
,,,53430.0,49350.0,86130.0,,14580.0,,,47340.0,,,63420.0,6480.0,18750.0,26730,15990.0,84810.0,,,,,,29370.0,,15000.0,41970.0,59790.0,
,,,55050.0,,,,77460.0,,,,,,,,,37320,,,,,,,,70830.0,,,,,
,,,,,,,,,,,,,,,,49380,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,51180,,,,,,,,,,,,,
