G27,G25,G09,G12,G26,G01,G02,G16,G03,G17,G06,G19,G15,G08,G07,G14,G24,G13,G32,G29,G05,G20,G21,G30,G18,G31,G04,G10,G23,G11
,1991.0,301.0,1378.0,1645.0,2871.0,,487.0,,,1578.0,151.0,,2114.0,216.0,625.0,891,533.0,2827.0,,,,,,979.0,,500.0,1399.0,1993.0,
,,,1781.0,,,,2582.0,,,,,,2476.0,,,1244,,,,,,,,2305.0,,,,,
,,,1835.0,,,,,,,,,,,,,1646,,,,,,,,2361.0,,,,,
,,,,,,,,,,,,,,,,1706,,,,,,,,,,,,,
