G10,G27,G08,G26,G31,G16,G23,G18,G07,G21
513,565.0,565.0,486.0,,539.0,494.0,545.0,,545.0
528,577.0,571.0,494.0,,565.0,513.0,565.0,,565.0
539,588.0,584.0,521.0,,579.0,528.0,577.0,,585.0
545,602.0,598.0,539.0,,602.0,539.0,588.0,,614.0
565,623.0,614.0,565.0,,640.0,565.0,602.0,,629.0
579,640.0,660.0,577.0,,651.0,579.0,640.0,,649.0
602,651.0,686.0,588.0,,660.0,602.0,651.0,,660.0
623,660.0,698.0,623.0,,686.0,622.0,660.0,,686.0
640,686.0,713.0,640.0,,698.0,640.0,686.0,,704.0
651,698.0,715.0,651.0,,713.0,651.0,698.0,,715.0
662,712.0,731.0,662.0,,715.0,660.0,712.0,,731.0
686,724.0,747.0,686.0,,731.0,686.0,723.0,,747.0
698,743.0,762.0,698.0,,747.0,698.0,737.0,,762.0
712,756.0,771.0,712.0,,762.0,712.0,747.0,,769.0
724,762.0,780.0,724.0,,780.0,724.0,762.0,,780.0
747,785.0,791.0,743.0,,791.0,747.0,780.0,,791.0
762,791.0,802.0,762.0,,808.0,762.0,791.0,,808.0
780,808.0,813.0,780.0,,821.0,780.0,802.0,,821.0
791,821.0,828.0,791.0,,832.0,791.0,813.0,,832.0
802,832.0,832.0,802.0,,843.0,802.0,821.0,,843.0
813,843.0,843.0,808.0,,860.0,813.0,832.0,,860.0
821,860.0,860.0,821.0,,870.0,828.0,843.0,,870.0
832,870.0,870.0,831.0,,888.0,832.0,860.0,,888.0
843,888.0,888.0,841.0,,902.0,843.0,870.0,,902.0
860,902.0,902.0,856.0,,922.0,860.0,888.0,,922.0
870,922.0,922.0,870.0,,942.0,870.0,902.0,,940.0
888,942.0,941.0,902.0,,951.0,888.0,922.0,,958.0
902,951.0,951.0,922.0,,966.0,902.0,940.0,,981.0
922,966.0,966.0,940.0,,981.0,940.0,948.0,,985.0
940,981.0,981.0,948.0,,987.0,948.0,966.0,,1018.0
948,987.0,987.0,966.0,,1000.0,966.0,981.0,,1033.0
966,1000.0,1000.0,981.0,,1014.0,981.0,987.0,,1045.0
981,1014.0,1014.0,987.0,,1033.0,987.0,1000.0,,1051.0
987,1033.0,1033.0,1000.0,,1045.0,1000.0,1014.0,,1063.0
1000,1045.0,1042.0,1014.0,,1051.0,1014.0,1033.0,,1078.0
1014,1051.0,1051.0,1033.0,,1063.0,1025.0,1042.0,,1091.0
1033,1063.0,1063.0,1045.0,,1074.0,1042.0,1051.0,,1106.0
1045,1074.0,1077.0,1051.0,,1081.0,1051.0,1063.0,,1110.0
1051,1081.0,1087.0,1063.0,,1097.0,1063.0,1074.0,,1129.0
1063,1097.0,1106.0,1074.0,,1106.0,1074.0,1087.0,,1145.0
1077,1106.0,1110.0,1081.0,,1118.0,1087.0,1106.0,,1158.0
1081,1118.0,1129.0,1097.0,,1129.0,1106.0,1110.0,,1170.0
1097,1129.0,1152.0,1106.0,,1152.0,1110.0,1129.0,,1196.0
1106,1152.0,1170.0,1118.0,,1170.0,1129.0,1152.0,,1203.0
1118,1170.0,1196.0,1129.0,,1196.0,1152.0,1170.0,,1223.0
1129,1196.0,1204.0,1152.0,,1204.0,1170.0,1196.0,,1233.0
1152,1204.0,1217.0,1170.0,,1217.0,1196.0,1204.0,,1252.0
1170,1217.0,1233.0,1196.0,,1233.0,1204.0,1217.0,,1262.0
1196,1233.0,1245.0,1204.0,,1245.0,1217.0,1233.0,,1275.0
1204,1245.0,1262.0,1217.0,,1268.0,1233.0,1245.0,,1298.0
1217,1268.0,1272.0,1233.0,,1275.0,1245.0,1268.0,,1312.0
1233,1275.0,1282.0,1245.0,,1300.0,1268.0,1275.0,,1332.0
1245,1300.0,1300.0,1268.0,,1306.0,1275.0,1300.0,,1342.0
1262,1306.0,1306.0,1275.0,,1324.0,1300.0,1306.0,,1371.0
1272,1324.0,1324.0,1300.0,,1330.0,1306.0,1324.0,,1383.0
1282,1330.0,1330.0,1306.0,,1346.0,1324.0,1330.0,,1399.0
1298,1346.0,1346.0,1324.0,,1353.0,1330.0,1346.0,,1412.0
1306,1353.0,1353.0,1330.0,,1371.0,1346.0,1357.0,,1427.0
1324,1371.0,1371.0,1346.0,,1397.0,1357.0,1371.0,,1446.0
1330,1397.0,1383.0,1353.0,,1412.0,1371.0,1397.0,,1458.0
1346,1419.0,1397.0,1371.0,,1427.0,1390.0,1412.0,,1477.0
1353,1427.0,1419.0,1397.0,,1446.0,1405.0,1427.0,,1496.0
1371,1446.0,1427.0,1419.0,,1454.0,1412.0,1446.0,,1514.0
1383,1454.0,1446.0,1427.0,,1477.0,1427.0,1458.0,,1533.0
1397,1477.0,1454.0,1446.0,,1489.0,1446.0,1477.0,,1546.0
1412,1489.0,1477.0,1454.0,,1498.0,1454.0,1489.0,,1572.0
1427,1514.0,1489.0,1477.0,,1514.0,1477.0,1514.0,,1578.0
1439,1523.0,1498.0,1489.0,,1533.0,1489.0,1533.0,,1595.0
1454,1533.0,1523.0,1498.0,,1546.0,1514.0,1546.0,,1611.0
1477,1546.0,1533.0,1514.0,,1564.0,1533.0,1572.0,,1616.0
1489,1564.0,1546.0,1533.0,,1590.0,1546.0,1590.0,,1631.0
1498,1572.0,1572.0,1546.0,,1595.0,1572.0,1595.0,,1663.0
1518,1590.0,1584.0,1564.0,,1616.0,1584.0,1604.0,,1688.0
1533,1595.0,1595.0,1572.0,,1631.0,1595.0,1616.0,,1700.0
1546,1616.0,1616.0,1590.0,,1672.0,1616.0,1631.0,,1717.0
1561,1631.0,1631.0,1595.0,,1688.0,1631.0,1675.0,,1723.0
1572,1675.0,1647.0,1616.0,,1700.0,1688.0,1688.0,,1734.0
1590,1688.0,1663.0,1631.0,,1725.0,1700.0,1700.0,,1753.0
1595,1700.0,1683.0,1688.0,,1734.0,1720.0,1720.0,,1768.0
1608,1725.0,1700.0,1700.0,,1740.0,1740.0,1740.0,,1785.0
1622,1740.0,1720.0,1725.0,,1768.0,1753.0,1748.0,,1799.0
1633,1768.0,1740.0,1740.0,,1777.0,1768.0,1768.0,,1829.0
1663,1779.0,1753.0,1753.0,,1792.0,1777.0,1779.0,,1840.0
1675,1786.0,1768.0,1768.0,,1814.0,1799.0,1786.0,,1861.0
1688,1799.0,1777.0,1777.0,,1830.0,1814.0,1799.0,,1869.0
1700,1814.0,1792.0,1799.0,,1848.0,1840.0,1814.0,,1877.0
1725,1840.0,1814.0,1814.0,,1861.0,1854.0,1840.0,,1891.0
1740,1848.0,1830.0,1830.0,,1869.0,1869.0,1854.0,,1908.0
1753,1861.0,1840.0,1848.0,,1877.0,1877.0,1869.0,,1916.0
1768,1869.0,1861.0,1861.0,,1891.0,1891.0,1877.0,,1930.0
1777,1877.0,1875.0,1869.0,,1908.0,1908.0,1891.0,,1937.0
1799,1891.0,1889.0,1877.0,,1917.0,1917.0,1908.0,,1950.0
1814,1908.0,1908.0,1891.0,,1937.0,1937.0,1917.0,,1975.0
1830,1917.0,1917.0,1908.0,,1950.0,1954.0,1937.0,,1984.0
1840,1937.0,1937.0,1917.0,,1975.0,1975.0,1979.0,,1999.0
1848,1950.0,1950.0,1937.0,,1990.0,1984.0,1984.0,,2009.0
1859,1975.0,1975.0,1950.0,,1999.0,1999.0,1999.0,,2024.0
1875,1990.0,1990.0,1975.0,,2009.0,2009.0,2009.0,,2039.0
1891,1999.0,1999.0,1999.0,,2024.0,2024.0,2024.0,,2050.0
1908,2009.0,2009.0,2009.0,,2039.0,2032.0,2039.0,,2065.0
1917,2024.0,2024.0,2024.0,,2050.0,2050.0,2050.0,,2079.0
1937,2039.0,2050.0,2039.0,,2065.0,2065.0,2065.0,,2094.0
1950,2054.0,2065.0,2054.0,,2075.0,2075.0,2079.0,,2100.0
1975,2065.0,2079.0,2065.0,,2087.0,2087.0,2094.0,,2126.0
1984,2075.0,2097.0,2079.0,,2097.0,2097.0,2100.0,,2139.0
1999,2087.0,2126.0,2097.0,,2126.0,2126.0,2126.0,,2155.0
2009,2097.0,2139.0,2126.0,,2139.0,2139.0,2139.0,,2165.0
2024,2126.0,2151.0,2139.0,,2151.0,2151.0,2155.0,,2182.0
2039,2139.0,2171.0,2151.0,,2171.0,2171.0,2171.0,,2194.0
2050,2151.0,2182.0,2171.0,,2182.0,2182.0,2182.0,,2214.0
2065,2171.0,2194.0,2182.0,,2194.0,2194.0,2194.0,,2219.0
2075,2182.0,2214.0,2194.0,,2206.0,2206.0,2206.0,,2231.0
2087,2194.0,2219.0,2206.0,,2226.0,2219.0,2219.0,,2266.0
2097,2219.0,2233.0,2219.0,,2277.0,2231.0,2231.0,,2277.0
2126,2231.0,2266.0,2231.0,,2286.0,2266.0,2244.0,,2307.0
2139,2277.0,2277.0,2277.0,,2307.0,2277.0,2277.0,,2319.0
2151,2294.0,2301.0,2294.0,,2319.0,2294.0,2294.0,,2331.0
2171,2307.0,2316.0,2308.0,,2331.0,2307.0,2301.0,,2346.0
2182,2331.0,2334.0,2331.0,,2346.0,2331.0,2316.0,,2356.0
2194,2346.0,2348.0,2346.0,,2356.0,2343.0,2331.0,,2369.0
2219,2356.0,2356.0,2369.0,,2369.0,2356.0,2343.0,,2379.0
2231,2369.0,2369.0,2379.0,,2379.0,2369.0,2356.0,,2387.0
2277,2379.0,2379.0,2387.0,,2387.0,2379.0,2369.0,,2396.0
2307,2387.0,2387.0,2396.0,,2396.0,2387.0,2379.0,,2409.0
2334,2396.0,2396.0,2415.0,,2415.0,2396.0,2387.0,,2424.0
2356,2415.0,2414.0,2435.0,,2435.0,2415.0,2396.0,,2451.0
2369,2453.0,2442.0,2451.0,,2453.0,2435.0,2415.0,,2461.0
2379,2476.0,2476.0,2476.0,,2471.0,2442.0,2435.0,,2480.0
2387,2490.0,2490.0,2490.0,,2480.0,2476.0,2442.0,,2490.0
2396,2498.0,2506.0,2505.0,,2490.0,2490.0,2461.0,,2498.0
2415,2505.0,2518.0,2518.0,,2505.0,2498.0,2476.0,,2506.0
2442,2518.0,2535.0,2535.0,,2518.0,2505.0,2490.0,,2518.0
2461,2535.0,2544.0,2565.0,,2535.0,2518.0,2498.0,,2535.0
2471,2553.0,2565.0,2571.0,,2559.0,2535.0,2505.0,,2544.0
2480,2571.0,2571.0,2597.0,,2571.0,2544.0,2518.0,,2565.0
2498,2582.0,2582.0,2612.0,,2597.0,2559.0,2533.0,,2571.0
2506,2597.0,2603.0,2622.0,,2612.0,2571.0,2559.0,,2582.0
2518,2612.0,2622.0,2633.0,,2622.0,2582.0,2571.0,,2597.0
2535,2622.0,2633.0,2658.0,,2633.0,2597.0,2603.0,,2614.0
2553,2633.0,2658.0,2665.0,,2653.0,2612.0,2612.0,,2622.0
2571,2658.0,2665.0,2679.0,,2663.0,2622.0,2622.0,,2633.0
2582,2677.0,2679.0,2694.0,,2677.0,2633.0,2633.0,,2653.0
2597,2694.0,2694.0,2712.0,,2694.0,2653.0,2658.0,,2663.0
2612,2716.0,2712.0,2724.0,,2716.0,2663.0,2665.0,,2679.0
2622,2740.0,2724.0,2740.0,,2749.0,2677.0,2679.0,,2694.0
2633,2749.0,2740.0,2749.0,,2759.0,2694.0,2694.0,,2716.0
2653,2759.0,2749.0,2759.0,,2774.0,2716.0,2716.0,,2733.0
2663,2774.0,2759.0,2774.0,,2780.0,2749.0,2740.0,,2742.0
2677,2780.0,2774.0,2780.0,,2800.0,2759.0,2749.0,,2759.0
2694,2793.0,2780.0,2800.0,,2833.0,2774.0,2759.0,,2780.0
2716,2817.0,2800.0,2817.0,,2854.0,2780.0,2780.0,,2791.0
2733,2833.0,2817.0,2833.0,,2864.0,2793.0,2817.0,,2806.0
2749,2854.0,2833.0,2854.0,,2878.0,2817.0,2833.0,,2828.0
2759,2864.0,2854.0,2864.0,,2891.0,2833.0,2854.0,,2845.0
2774,2878.0,2858.0,2878.0,,2912.0,2854.0,2864.0,,2854.0
2780,2891.0,2878.0,2891.0,,2925.0,2864.0,2878.0,,2864.0
2800,2912.0,2895.0,2912.0,,2935.0,2878.0,2891.0,,2878.0
2825,2925.0,2912.0,2925.0,,2945.0,2891.0,2912.0,,2891.0
2833,2935.0,2925.0,2935.0,,2956.0,2912.0,2925.0,,2912.0
2845,2945.0,2935.0,2945.0,,2971.0,2925.0,2945.0,,2925.0
2864,2952.0,2945.0,2952.0,,2985.0,2935.0,2952.0,,2935.0
2878,2971.0,2952.0,2971.0,,3001.0,2945.0,2971.0,,2945.0
2895,3001.0,2971.0,2985.0,,3024.0,2959.0,3001.0,,2959.0
2912,3012.0,3001.0,3001.0,,3037.0,2971.0,3012.0,,2971.0
2925,3024.0,3012.0,3024.0,,3059.0,2985.0,3024.0,,2985.0
2945,3037.0,3037.0,3037.0,,3079.0,3001.0,3037.0,,3001.0
2952,3059.0,3050.0,3059.0,,3084.0,3037.0,3050.0,,3024.0
2971,3079.0,3060.0,3075.0,,3105.0,3059.0,3060.0,,3037.0
2985,3084.0,3079.0,3084.0,,3122.0,3079.0,3079.0,,3059.0
3001,3105.0,3084.0,3092.0,,3138.0,3084.0,3084.0,,3079.0
3012,3122.0,3105.0,3105.0,,3152.0,3105.0,3115.0,,3084.0
3037,3138.0,3122.0,3122.0,,3181.0,3122.0,3122.0,,3105.0
3059,3152.0,3137.0,3138.0,,3192.0,3138.0,3138.0,,3128.0
3084,3189.0,3145.0,3152.0,,3203.0,3152.0,3152.0,,3138.0
3092,3203.0,3181.0,3181.0,,3226.0,3181.0,3171.0,,3152.0
3105,3226.0,3192.0,3192.0,,3238.0,3203.0,3181.0,,3171.0
3122,3243.0,3208.0,3203.0,,3258.0,3219.0,3192.0,,3181.0
3138,3258.0,3226.0,3226.0,,3270.0,3243.0,3206.0,,3192.0
3152,3270.0,3243.0,3243.0,,3278.0,3258.0,3219.0,,3206.0
3181,3278.0,3258.0,3258.0,,3286.0,3270.0,3243.0,,3226.0
3192,3286.0,3270.0,3270.0,,3298.0,3278.0,3258.0,,3243.0
3203,3298.0,3278.0,3278.0,,3311.0,3286.0,3270.0,,3258.0
3218,3311.0,3290.0,3286.0,,3328.0,3294.0,3278.0,,3270.0
3243,3328.0,3311.0,3294.0,,3337.0,3328.0,3286.0,,3278.0
3258,3337.0,3328.0,3313.0,,3348.0,3344.0,3298.0,,3286.0
3270,3348.0,3344.0,3328.0,,3381.0,3355.0,3311.0,,3298.0
3278,3381.0,3355.0,3337.0,,3392.0,3360.0,3328.0,,3328.0
3290,3392.0,3360.0,3348.0,,3405.0,3381.0,3337.0,,3337.0
3298,3405.0,3371.0,3360.0,,3428.0,3392.0,3348.0,,3348.0
3311,3416.0,3389.0,3375.0,,3446.0,3405.0,3371.0,,3381.0
3328,3428.0,3405.0,3397.0,,3464.0,3428.0,3389.0,,3392.0
3337,3446.0,3428.0,3405.0,,3473.0,3446.0,3402.0,,3405.0
3348,3464.0,3446.0,3416.0,,3497.0,3464.0,3413.0,,3416.0
3360,3473.0,3464.0,3428.0,,3505.0,3473.0,3428.0,,3428.0
3371,3497.0,3473.0,3438.0,,3530.0,3497.0,3438.0,,3446.0
3392,3505.0,3482.0,3464.0,,3538.0,3505.0,3464.0,,3464.0
3405,3530.0,3497.0,3473.0,,3550.0,3530.0,3473.0,,3473.0
3428,3538.0,3505.0,3497.0,,3557.0,3538.0,3497.0,,3497.0
3464,3550.0,3530.0,3505.0,,3567.0,3550.0,3505.0,,3505.0
3473,3557.0,3550.0,3530.0,,3580.0,3557.0,3530.0,,3530.0
3497,3567.0,3557.0,3538.0,,3592.0,3567.0,3543.0,,3538.0
3505,3580.0,3567.0,3550.0,,,3580.0,3557.0,,3550.0
3530,3592.0,3580.0,3557.0,,,3592.0,3567.0,,3557.0
3550,,3592.0,3567.0,,,,3580.0,,3567.0
3557,,,3580.0,,,,3592.0,,3580.0
3567,,,3592.0,,,,,,3592.0
3580,,,,,,,,,
3592,,,,,,,,,
