5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
210,360.0,510.0,660.0,810.0,960.0,1110.0,1260.0,1410.0,1560.0,1710.0,1860.0,2010.0,2160.0,2310.0,2460.0,2610.0,2760.0,2910.0
390,690.0,990.0,1290.0,1590.0,1890.0,2190.0,2490.0,2790.0,3090.0,3390.0,3690.0,3990.0,4290.0,4590.0,4890.0,5190.0,5490.0,5790.0
570,1020.0,1470.0,1920.0,2370.0,2820.0,3270.0,3720.0,4170.0,4620.0,5070.0,5520.0,5970.0,6420.0,6870.0,7320.0,7770.0,8220.0,8670.0
750,1350.0,1950.0,2550.0,3150.0,3750.0,4350.0,4950.0,5550.0,6150.0,6750.0,7350.0,7950.0,8550.0,9150.0,9750.0,10350.0,10950.0,11550.0
930,1680.0,2430.0,3180.0,3930.0,4680.0,5430.0,6180.0,6930.0,7680.0,8430.0,9180.0,9930.0,10680.0,11430.0,12180.0,13080.0,30300.0,31170.0
1110,2010.0,2910.0,3810.0,4710.0,5610.0,6510.0,7410.0,8310.0,9210.0,10110.0,11010.0,11910.0,12840.0,30330.0,31350.0,32250.0,33150.0,34050.0
1290,2340.0,3390.0,4440.0,5490.0,6540.0,7590.0,8640.0,9690.0,10740.0,11790.0,12930.0,30630.0,31680.0,32730.0,33780.0,34830.0,35880.0,36930.0
1470,2670.0,3870.0,5070.0,6270.0,7470.0,8670.0,9870.0,11070.0,12270.0,13830.0,31410.0,32610.0,33810.0,35010.0,36210.0,37410.0,38610.0,39810.0
1650,3000.0,4350.0,5700.0,7050.0,8400.0,9750.0,11100.0,12450.0,30510.0,31890.0,33240.0,34590.0,35940.0,37290.0,38640.0,39990.0,41340.0,
1830,3330.0,4830.0,6330.0,7830.0,9330.0,10830.0,12330.0,30540.0,32070.0,33570.0,35070.0,36570.0,38070.0,39570.0,41070.0,42570.0,,
2010,3660.0,5310.0,6960.0,8610.0,10260.0,11910.0,30180.0,31950.0,33600.0,35250.0,36900.0,38550.0,40200.0,41850.0,,,,
2190,3990.0,5790.0,7590.0,9390.0,11190.0,13170.0,31530.0,33330.0,35130.0,36930.0,38730.0,40530.0,42330.0,,,,,
2370,4320.0,6270.0,8220.0,10170.0,12120.0,30810.0,32760.0,34710.0,36660.0,38610.0,40560.0,42510.0,,,,,,
2550,4650.0,6750.0,8850.0,10950.0,13230.0,31890.0,33990.0,36090.0,38190.0,40290.0,42390.0,,,,,,,
2730,4980.0,7230.0,9480.0,11730.0,30720.0,32970.0,35220.0,37470.0,39720.0,41970.0,,,,,,,,
2910,5310.0,7710.0,10110.0,12510.0,31650.0,34050.0,36450.0,38850.0,41250.0,43650.0,,,,,,,,
3090,5640.0,8190.0,10740.0,13530.0,32580.0,35130.0,37680.0,40230.0,42780.0,,,,,,,,,
3270,5970.0,8670.0,11370.0,30810.0,33510.0,36210.0,38910.0,41610.0,44310.0,,,,,,,,,
3450,6300.0,9150.0,12000.0,31590.0,34440.0,37290.0,40140.0,42990.0,,,,,,,,,,
3630,6630.0,9630.0,12630.0,32370.0,35370.0,38370.0,41370.0,44370.0,,,,,,,,,,
3810,6960.0,10110.0,13500.0,33150.0,36300.0,39450.0,42600.0,,,,,,,,,,,
3990,7290.0,10590.0,30630.0,33930.0,37230.0,40530.0,43830.0,,,,,,,,,,,
4170,7620.0,11070.0,31260.0,34710.0,38160.0,41610.0,45060.0,,,,,,,,,,,
4350,7950.0,11550.0,31890.0,35490.0,39090.0,42690.0,,,,,,,,,,,,
4530,8280.0,12030.0,32520.0,36270.0,40020.0,43770.0,,,,,,,,,,,,
4710,8610.0,12510.0,33150.0,37050.0,40950.0,44850.0,,,,,,,,,,,,
4890,8940.0,13170.0,33780.0,37830.0,41880.0,,,,,,,,,,,,,
5070,9270.0,13830.0,34410.0,38610.0,42810.0,,,,,,,,,,,,,
5250,9600.0,30690.0,35040.0,39390.0,43740.0,,,,,,,,,,,,,
5430,9930.0,31170.0,35670.0,40170.0,44670.0,,,,,,,,,,,,,
5610,10260.0,31650.0,36300.0,40950.0,84240.0,,,,,,,,,,,,,
5790,10590.0,32130.0,36930.0,41730.0,,,,,,,,,,,,,,
5970,10920.0,32610.0,37560.0,42510.0,,,,,,,,,,,,,,
6150,11250.0,33090.0,38190.0,43290.0,,,,,,,,,,,,,,
6330,11580.0,33570.0,38820.0,44070.0,,,,,,,,,,,,,,
6510,11910.0,34050.0,39450.0,44850.0,,,,,,,,,,,,,,
6690,12240.0,34530.0,40080.0,84270.0,,,,,,,,,,,,,,
6870,12570.0,35010.0,40710.0,,,,,,,,,,,,,,,
7050,13050.0,35490.0,41340.0,,,,,,,,,,,,,,,
