G27,G08,G28,G07,G26,G02,G21,G10,G18,G31,G16,G23
,6540,,25410.0,,4590.0,,6030.0,,1560.0,97530.0,103530.0
,11760,,64890.0,,,,11700.0,,4980.0,99090.0,
,15120,,70560.0,,,,,,7380.0,,
,28800,,,,,,,,7710.0,,
,32880,,,,,,,,25530.0,,
,34170,,,,,,,,,,
,36000,,,,,,,,,,
,60540,,,,,,,,,,
