G27,G25,G09,G12,G26,G01,G02,G16,G03,G17,G06,G19,G15,G08,G07,G14,G24,G13,G32,G29,G05,G20,G21,G30,G18,G31,G04,G10,G23,G11
76410.0,55500.0,20100.0,50850.0,68880.0,,,72960.0,83640.0,37710.0,42360.0,37470.0,39510.0,80880.0,25500.0,35910,45390.0,35040.0,74910.0,60990.0,34830.0,29220.0,78990.0,29790.0,62340.0,59700.0,,72210.0,63900.0,45000.0
76680.0,55770.0,20130.0,50880.0,68910.0,,,72990.0,83670.0,37980.0,42630.0,37500.0,39780.0,81150.0,25530.0,74580,45420.0,35070.0,74940.0,61020.0,56040.0,29490.0,79020.0,29820.0,62610.0,59730.0,,72240.0,64170.0,45270.0
76710.0,55800.0,20400.0,51150.0,69180.0,,,73260.0,83940.0,38010.0,42660.0,37770.0,39810.0,81180.0,26130.0,74850,45690.0,35340.0,75210.0,61290.0,56310.0,29520.0,79290.0,30090.0,62640.0,60000.0,,72510.0,64200.0,45300.0
76980.0,56070.0,20430.0,51180.0,69210.0,,,73290.0,83970.0,38280.0,43410.0,37800.0,40080.0,81450.0,26400.0,74880,45720.0,35370.0,75240.0,61320.0,56340.0,29790.0,79320.0,30120.0,62910.0,60030.0,,72540.0,64470.0,45570.0
77010.0,56100.0,20700.0,51450.0,69480.0,,,73560.0,84240.0,38310.0,43680.0,38070.0,40110.0,81480.0,26430.0,75150,45990.0,35640.0,75510.0,61590.0,56610.0,29820.0,79590.0,30390.0,62940.0,60300.0,,72810.0,64500.0,45600.0
77280.0,56370.0,20730.0,51480.0,69510.0,,,73590.0,84270.0,38580.0,43710.0,38100.0,40380.0,81750.0,26700.0,75180,46020.0,35670.0,75540.0,61620.0,56640.0,30090.0,79620.0,30420.0,63210.0,60330.0,,72840.0,64770.0,45870.0
77310.0,56400.0,21000.0,51750.0,69780.0,,,73860.0,84540.0,38610.0,43980.0,38370.0,40410.0,81780.0,26730.0,75450,46290.0,35940.0,75810.0,61890.0,56910.0,30390.0,79890.0,30690.0,63240.0,60600.0,,73110.0,64800.0,45900.0
77580.0,56670.0,21030.0,51780.0,69810.0,,,73890.0,84570.0,38880.0,44010.0,38400.0,40680.0,82050.0,65370.0,75480,46320.0,35970.0,75840.0,61920.0,56940.0,30570.0,79920.0,30720.0,63510.0,60630.0,,73140.0,65070.0,46170.0
77610.0,56700.0,21300.0,52050.0,70080.0,,,74160.0,84840.0,38910.0,45660.0,38670.0,40710.0,82080.0,70050.0,75750,46590.0,36240.0,76110.0,62190.0,57210.0,30750.0,80190.0,30990.0,63540.0,60900.0,,73410.0,65100.0,46200.0
77880.0,56970.0,21330.0,52080.0,70110.0,,,74190.0,84870.0,39180.0,45930.0,38700.0,40980.0,82350.0,70320.0,75780,46620.0,36270.0,76140.0,62220.0,57240.0,31020.0,80220.0,31020.0,63810.0,60930.0,,73440.0,65370.0,46470.0
77910.0,57000.0,21600.0,52350.0,70380.0,,,74460.0,85140.0,39210.0,46020.0,38970.0,41010.0,82380.0,70350.0,76050,46890.0,36540.0,76410.0,62490.0,57510.0,31050.0,80490.0,31290.0,63840.0,61200.0,,73710.0,65400.0,46500.0
78180.0,57270.0,21630.0,52380.0,70410.0,,,74490.0,85170.0,39480.0,46290.0,39000.0,41280.0,82650.0,70620.0,76080,46920.0,36570.0,76440.0,62520.0,57540.0,31320.0,80520.0,31320.0,64110.0,61230.0,,73740.0,65670.0,46770.0
78210.0,57300.0,21900.0,52650.0,70680.0,,,74760.0,85440.0,39510.0,46560.0,39270.0,41310.0,82680.0,70650.0,76350,47190.0,36840.0,76710.0,62790.0,57810.0,31350.0,80790.0,31590.0,64140.0,61500.0,,74010.0,65700.0,46800.0
78480.0,57570.0,21930.0,52680.0,70710.0,,,74790.0,85470.0,39780.0,46740.0,39300.0,41580.0,82950.0,70920.0,76380,47220.0,36870.0,76740.0,63090.0,57840.0,54870.0,80820.0,31620.0,64410.0,61530.0,,74040.0,65970.0,47070.0
78510.0,57600.0,22200.0,52950.0,70980.0,,,75060.0,85740.0,39810.0,46920.0,39570.0,41610.0,82980.0,70950.0,76650,47490.0,37140.0,77010.0,63120.0,58110.0,55140.0,81090.0,31890.0,64440.0,61800.0,,74310.0,66000.0,47100.0
78780.0,57870.0,22230.0,52980.0,71010.0,,,75090.0,85770.0,40080.0,47190.0,39600.0,41880.0,83250.0,71220.0,76680,47520.0,37170.0,77040.0,63570.0,58140.0,55170.0,81120.0,,64710.0,61830.0,,74340.0,66270.0,47370.0
78810.0,57900.0,22500.0,53250.0,71280.0,,,75360.0,86040.0,40110.0,47220.0,39870.0,41910.0,83280.0,71250.0,76950,47790.0,37440.0,77310.0,64140.0,58410.0,55440.0,81390.0,,64740.0,62100.0,,74610.0,66300.0,47400.0
79080.0,58170.0,22530.0,53280.0,71310.0,,,75390.0,86070.0,40380.0,47490.0,39900.0,42480.0,83550.0,71520.0,76980,47820.0,37470.0,77340.0,,58440.0,55470.0,81420.0,,65010.0,62130.0,,74640.0,66570.0,47670.0
79110.0,58200.0,22800.0,53550.0,71580.0,,,75660.0,86340.0,40710.0,47520.0,40170.0,42510.0,83580.0,71550.0,77250,48090.0,37740.0,77610.0,,58710.0,55740.0,81690.0,,65040.0,62400.0,,74910.0,66600.0,47700.0
79380.0,58470.0,22830.0,53580.0,71640.0,,,75690.0,,40740.0,47790.0,40200.0,42780.0,83850.0,71820.0,77280,48120.0,37770.0,77640.0,,58740.0,56100.0,81720.0,,65310.0,62430.0,,74940.0,66870.0,47970.0
79410.0,58500.0,23160.0,53850.0,71910.0,,,75990.0,,79590.0,47820.0,40470.0,42810.0,83880.0,71850.0,77550,48390.0,38040.0,77910.0,,59010.0,56130.0,81990.0,,65340.0,62700.0,,75210.0,66900.0,48000.0
79680.0,58770.0,85740.0,53880.0,72180.0,,,76260.0,,79620.0,48090.0,40500.0,43080.0,84150.0,72120.0,77580,48420.0,38070.0,77940.0,,59040.0,56400.0,82020.0,,65610.0,62730.0,,75240.0,67170.0,48270.0
79710.0,58800.0,85770.0,54150.0,72210.0,,,76470.0,,79890.0,48120.0,40770.0,43110.0,84180.0,72150.0,77850,48690.0,38340.0,78210.0,,59310.0,,82290.0,,65640.0,63000.0,,75510.0,67200.0,48300.0
79980.0,59070.0,86040.0,54180.0,72480.0,,,76680.0,,79920.0,48390.0,40800.0,43380.0,84450.0,72420.0,77880,48720.0,38370.0,78240.0,,59340.0,,82320.0,,65910.0,63030.0,,75540.0,67470.0,48570.0
80010.0,59100.0,86070.0,54450.0,,,,76950.0,,80190.0,48420.0,41070.0,43410.0,84480.0,72450.0,78150,48990.0,38640.0,78510.0,,59610.0,,82590.0,,65940.0,63300.0,,75810.0,67500.0,48600.0
80280.0,59370.0,86340.0,54600.0,,,,77100.0,,80220.0,48690.0,41100.0,43710.0,84750.0,72720.0,78180,49020.0,38670.0,78540.0,,59640.0,,82620.0,,66210.0,63600.0,,75840.0,67770.0,48870.0
80310.0,59400.0,,54660.0,,,,77160.0,,80490.0,48840.0,41370.0,43980.0,84780.0,72750.0,78450,49290.0,38940.0,78810.0,,59910.0,,82890.0,,66240.0,63630.0,,76110.0,67800.0,48900.0
80580.0,59670.0,,,,,,,,80520.0,,41400.0,,85050.0,73020.0,78480,49320.0,38970.0,78840.0,,59940.0,,82920.0,,66510.0,63900.0,,76140.0,68070.0,49170.0
80610.0,59700.0,,,,,,,,80790.0,,41670.0,,85080.0,73050.0,78750,49590.0,39240.0,79110.0,,60210.0,,83190.0,,66540.0,63930.0,,76410.0,68100.0,49200.0
80880.0,59970.0,,,,,,,,80820.0,,41700.0,,85350.0,73320.0,78780,49620.0,39270.0,79140.0,,60240.0,,83220.0,,66810.0,64200.0,,76440.0,68370.0,49470.0
80910.0,,,,,,,,,81090.0,,41970.0,,85380.0,73560.0,79050,49890.0,39540.0,79410.0,,60510.0,,83490.0,,66840.0,64230.0,,76710.0,68400.0,49500.0
81180.0,,,,,,,,,81120.0,,42000.0,,85650.0,73770.0,79080,49920.0,39570.0,79440.0,,60540.0,,83520.0,,67110.0,64500.0,,76740.0,68670.0,49770.0
81210.0,,,,,,,,,81390.0,,42270.0,,85950.0,73830.0,79350,50190.0,39840.0,79710.0,,60810.0,,83790.0,,67140.0,64530.0,,77010.0,68700.0,49800.0
81480.0,,,,,,,,,81420.0,,42300.0,,85980.0,74100.0,79380,50220.0,39870.0,79740.0,,60840.0,,83820.0,,67410.0,64800.0,,77040.0,68970.0,50070.0
81510.0,,,,,,,,,81690.0,,42570.0,,86250.0,,79650,50490.0,40140.0,80010.0,,61110.0,,84090.0,,67440.0,64860.0,,77310.0,69000.0,50100.0
81780.0,,,,,,,,,81720.0,,42600.0,,,,79680,50730.0,40170.0,80040.0,,61140.0,,84120.0,,67710.0,64890.0,,77340.0,69270.0,50370.0
81810.0,,,,,,,,,81990.0,,42870.0,,,,79950,50790.0,40440.0,80310.0,,61410.0,,84390.0,,67740.0,65130.0,,77610.0,69300.0,50400.0
82080.0,,,,,,,,,82020.0,,42900.0,,,,79980,50850.0,40470.0,80340.0,,61440.0,,84420.0,,68010.0,85710.0,,77640.0,69570.0,50670.0
82110.0,,,,,,,,,82290.0,,43170.0,,,,80250,,40740.0,80610.0,,61710.0,,84690.0,,68040.0,85980.0,,77910.0,69600.0,50700.0
,,,,,,,,,82320.0,,43200.0,,,,80280,,40860.0,80640.0,,61830.0,,84720.0,,68310.0,86040.0,,77940.0,69870.0,50970.0
,,,,,,,,,82590.0,,43470.0,,,,80550,,,80910.0,,62220.0,,84990.0,,68340.0,86310.0,,78210.0,69900.0,51000.0
,,,,,,,,,82620.0,,43500.0,,,,80580,,,80940.0,,,,85020.0,,68610.0,,,78240.0,70170.0,51270.0
,,,,,,,,,82890.0,,43770.0,,,,80850,,,81210.0,,,,85290.0,,68640.0,,,78510.0,70200.0,51300.0
,,,,,,,,,82920.0,,43800.0,,,,80880,,,81240.0,,,,85320.0,,68910.0,,,78540.0,70470.0,51570.0
,,,,,,,,,83190.0,,44070.0,,,,81150,,,81510.0,,,,85590.0,,68940.0,,,78810.0,70500.0,51600.0
,,,,,,,,,83220.0,,44100.0,,,,81180,,,81540.0,,,,85620.0,,69210.0,,,78840.0,70770.0,51870.0
,,,,,,,,,83490.0,,44370.0,,,,81450,,,81810.0,,,,85890.0,,69240.0,,,79110.0,70800.0,51900.0
,,,,,,,,,83520.0,,44400.0,,,,81480,,,81840.0,,,,85920.0,,69510.0,,,79140.0,71070.0,52170.0
,,,,,,,,,83790.0,,44670.0,,,,81750,,,82110.0,,,,86190.0,,69540.0,,,79410.0,71100.0,52200.0
,,,,,,,,,83820.0,,44700.0,,,,81780,,,82140.0,,,,,,70110.0,,,79440.0,71370.0,52470.0
,,,,,,,,,84090.0,,44970.0,,,,82050,,,82410.0,,,,,,70500.0,,,79710.0,71400.0,52500.0
,,,,,,,,,84120.0,,45000.0,,,,82080,,,82440.0,,,,,,,,,79740.0,71670.0,52770.0
,,,,,,,,,84390.0,,83970.0,,,,82350,,,82710.0,,,,,,,,,80310.0,71700.0,52800.0
,,,,,,,,,84420.0,,84240.0,,,,82380,,,82740.0,,,,,,,,,,71970.0,53070.0
,,,,,,,,,84690.0,,84270.0,,,,82650,,,83010.0,,,,,,,,,,72000.0,53100.0
,,,,,,,,,84720.0,,84540.0,,,,82680,,,83040.0,,,,,,,,,,72270.0,53370.0
,,,,,,,,,84990.0,,84570.0,,,,82950,,,83310.0,,,,,,,,,,72300.0,53400.0
,,,,,,,,,85020.0,,84840.0,,,,82980,,,83340.0,,,,,,,,,,72570.0,53670.0
,,,,,,,,,85290.0,,84870.0,,,,83250,,,83610.0,,,,,,,,,,72600.0,53700.0
,,,,,,,,,85320.0,,85140.0,,,,83280,,,83640.0,,,,,,,,,,72870.0,53970.0
,,,,,,,,,85590.0,,85170.0,,,,83550,,,83910.0,,,,,,,,,,72900.0,54000.0
,,,,,,,,,85620.0,,85440.0,,,,83580,,,83940.0,,,,,,,,,,73170.0,54270.0
,,,,,,,,,85890.0,,85470.0,,,,83850,,,84210.0,,,,,,,,,,73200.0,
,,,,,,,,,85920.0,,85740.0,,,,83880,,,84240.0,,,,,,,,,,73470.0,
,,,,,,,,,86190.0,,85770.0,,,,84150,,,84510.0,,,,,,,,,,73500.0,
,,,,,,,,,,,86040.0,,,,84180,,,84540.0,,,,,,,,,,73770.0,
,,,,,,,,,,,86070.0,,,,84450,,,84810.0,,,,,,,,,,73800.0,
,,,,,,,,,,,86340.0,,,,84480,,,84840.0,,,,,,,,,,74070.0,
,,,,,,,,,,,,,,,84750,,,85110.0,,,,,,,,,,74100.0,
,,,,,,,,,,,,,,,84780,,,85350.0,,,,,,,,,,74370.0,
,,,,,,,,,,,,,,,85050,,,85410.0,,,,,,,,,,74400.0,
,,,,,,,,,,,,,,,85080,,,,,,,,,,,,,74670.0,
,,,,,,,,,,,,,,,85350,,,,,,,,,,,,,74700.0,
,,,,,,,,,,,,,,,85380,,,,,,,,,,,,,74970.0,
,,,,,,,,,,,,,,,85650,,,,,,,,,,,,,75000.0,
,,,,,,,,,,,,,,,85680,,,,,,,,,,,,,75270.0,
,,,,,,,,,,,,,,,85950,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,85980,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,86250,,,,,,,,,,,,,,
