5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95
48750,49260.0,49110.0,48750.0,48750.0,48750.0,48750.0,48750.0,49470.0,49260.0,49230.0,49200.0,49200.0,49110.0,49080.0,49050.0,48990.0,48960.0,48930.0
48930,49770.0,49590.0,49500.0,49620.0,49710.0,57150.0,55890.0,50910.0,54600.0,54120.0,53100.0,51240.0,52110.0,51780.0,51540.0,51630.0,51750.0,51870.0
49110,61080.0,60450.0,59460.0,50460.0,57900.0,58230.0,57120.0,52290.0,56130.0,55800.0,54930.0,53220.0,54240.0,54060.0,53970.0,54210.0,54480.0,54750.0
49320,61410.0,60930.0,60090.0,51240.0,58830.0,59310.0,58350.0,53670.0,57660.0,57480.0,56760.0,55200.0,56370.0,56340.0,56400.0,56790.0,57210.0,57630.0
49500,61740.0,61410.0,60720.0,52020.0,59760.0,60390.0,59580.0,55050.0,59190.0,59160.0,58590.0,57180.0,58500.0,58620.0,58830.0,59370.0,59940.0,60510.0
49710,62070.0,61890.0,61350.0,52800.0,60690.0,61470.0,60810.0,56430.0,60720.0,60840.0,60420.0,59160.0,60630.0,60900.0,61260.0,61950.0,62670.0,63390.0
49920,62400.0,62370.0,61980.0,53580.0,61620.0,62550.0,62040.0,57810.0,62250.0,62520.0,62250.0,61140.0,62760.0,63180.0,63690.0,64530.0,65400.0,66270.0
50100,62730.0,62850.0,62610.0,54360.0,62550.0,63630.0,63270.0,59190.0,63780.0,64200.0,64080.0,63120.0,64890.0,65460.0,66120.0,67110.0,,
50280,63060.0,63330.0,63240.0,55140.0,63480.0,64710.0,64500.0,60570.0,65310.0,65880.0,65910.0,65100.0,67020.0,67740.0,,,,
50460,63390.0,63810.0,63870.0,55920.0,64410.0,65790.0,65730.0,61950.0,66840.0,67560.0,67740.0,67080.0,,,,,,
50640,,,64500.0,56700.0,65340.0,66870.0,66960.0,63330.0,68370.0,69240.0,,,,,,,,
50820,,,65130.0,57480.0,66270.0,67950.0,68190.0,64710.0,,,,,,,,,,
51000,,,65760.0,58260.0,67200.0,,69420.0,66090.0,,,,,,,,,,
51270,,,66390.0,59040.0,68130.0,,,67470.0,,,,,,,,,,
51540,,,67020.0,59820.0,69060.0,,,68850.0,,,,,,,,,,
51720,,,,60600.0,,,,,,,,,,,,,,
51990,,,,61380.0,,,,,,,,,,,,,,
52260,,,,62160.0,,,,,,,,,,,,,,
52470,,,,62940.0,,,,,,,,,,,,,,
52740,,,,63720.0,,,,,,,,,,,,,,
52950,,,,64500.0,,,,,,,,,,,,,,
53310,,,,65280.0,,,,,,,,,,,,,,
53520,,,,66060.0,,,,,,,,,,,,,,
53730,,,,66840.0,,,,,,,,,,,,,,
54030,,,,67620.0,,,,,,,,,,,,,,
54300,,,,68400.0,,,,,,,,,,,,,,
54480,,,,69180.0,,,,,,,,,,,,,,
54690,,,,69960.0,,,,,,,,,,,,,,
54870,,,,70740.0,,,,,,,,,,,,,,
55050,,,,,,,,,,,,,,,,,,
55260,,,,,,,,,,,,,,,,,,
55500,,,,,,,,,,,,,,,,,,
55680,,,,,,,,,,,,,,,,,,
55950,,,,,,,,,,,,,,,,,,
56130,,,,,,,,,,,,,,,,,,
56340,,,,,,,,,,,,,,,,,,
56700,,,,,,,,,,,,,,,,,,
56970,,,,,,,,,,,,,,,,,,
57210,,,,,,,,,,,,,,,,,,
57420,,,,,,,,,,,,,,,,,,
57630,,,,,,,,,,,,,,,,,,
57840,,,,,,,,,,,,,,,,,,
58080,,,,,,,,,,,,,,,,,,
58260,,,,,,,,,,,,,,,,,,
58440,,,,,,,,,,,,,,,,,,
58650,,,,,,,,,,,,,,,,,,
58950,,,,,,,,,,,,,,,,,,
59460,,,,,,,,,,,,,,,,,,
59640,,,,,,,,,,,,,,,,,,
59880,,,,,,,,,,,,,,,,,,
60210,,,,,,,,,,,,,,,,,,
60420,,,,,,,,,,,,,,,,,,
60600,,,,,,,,,,,,,,,,,,
60840,,,,,,,,,,,,,,,,,,
61050,,,,,,,,,,,,,,,,,,
61320,,,,,,,,,,,,,,,,,,
61500,,,,,,,,,,,,,,,,,,
61680,,,,,,,,,,,,,,,,,,
61860,,,,,,,,,,,,,,,,,,
62040,,,,,,,,,,,,,,,,,,
62220,,,,,,,,,,,,,,,,,,
62400,,,,,,,,,,,,,,,,,,
62580,,,,,,,,,,,,,,,,,,
62760,,,,,,,,,,,,,,,,,,
62940,,,,,,,,,,,,,,,,,,
63120,,,,,,,,,,,,,,,,,,
63300,,,,,,,,,,,,,,,,,,
63480,,,,,,,,,,,,,,,,,,
63660,,,,,,,,,,,,,,,,,,
63840,,,,,,,,,,,,,,,,,,
64020,,,,,,,,,,,,,,,,,,
64200,,,,,,,,,,,,,,,,,,
64380,,,,,,,,,,,,,,,,,,
64560,,,,,,,,,,,,,,,,,,
64740,,,,,,,,,,,,,,,,,,
64920,,,,,,,,,,,,,,,,,,
65100,,,,,,,,,,,,,,,,,,
65280,,,,,,,,,,,,,,,,,,
65460,,,,,,,,,,,,,,,,,,
65640,,,,,,,,,,,,,,,,,,
65820,,,,,,,,,,,,,,,,,,
66000,,,,,,,,,,,,,,,,,,
66180,,,,,,,,,,,,,,,,,,
66360,,,,,,,,,,,,,,,,,,
66540,,,,,,,,,,,,,,,,,,
66720,,,,,,,,,,,,,,,,,,
66900,,,,,,,,,,,,,,,,,,
67080,,,,,,,,,,,,,,,,,,
67260,,,,,,,,,,,,,,,,,,
67440,,,,,,,,,,,,,,,,,,
67620,,,,,,,,,,,,,,,,,,
67800,,,,,,,,,,,,,,,,,,
67980,,,,,,,,,,,,,,,,,,
68160,,,,,,,,,,,,,,,,,,
68340,,,,,,,,,,,,,,,,,,
68520,,,,,,,,,,,,,,,,,,
68700,,,,,,,,,,,,,,,,,,
68880,,,,,,,,,,,,,,,,,,
69060,,,,,,,,,,,,,,,,,,
69240,,,,,,,,,,,,,,,,,,
69420,,,,,,,,,,,,,,,,,,
69600,,,,,,,,,,,,,,,,,,
69780,,,,,,,,,,,,,,,,,,
69960,,,,,,,,,,,,,,,,,,
70140,,,,,,,,,,,,,,,,,,
70320,,,,,,,,,,,,,,,,,,
