G23,G16,G26,G21,G31,G27,G08,G18,G10,G07
280,280.0,320.0,401.0,,341.0,481.0,341.0,320.0,300.0
300,300.0,321.0,440.0,,360.0,500.0,360.0,321.0,301.0
301,301.0,340.0,441.0,,361.0,501.0,361.0,340.0,320.0
320,320.0,341.0,460.0,,380.0,520.0,380.0,341.0,321.0
321,321.0,360.0,461.0,,400.0,521.0,400.0,360.0,340.0
340,340.0,361.0,480.0,,401.0,540.0,401.0,361.0,341.0
341,341.0,380.0,481.0,,440.0,560.0,440.0,380.0,360.0
360,360.0,400.0,500.0,,441.0,561.0,441.0,400.0,361.0
361,361.0,401.0,501.0,,460.0,581.0,460.0,401.0,380.0
380,380.0,420.0,520.0,,461.0,601.0,461.0,440.0,
400,400.0,421.0,521.0,,480.0,620.0,480.0,441.0,
401,401.0,440.0,540.0,,481.0,640.0,481.0,460.0,
420,420.0,441.0,541.0,,500.0,641.0,500.0,461.0,
421,421.0,460.0,560.0,,501.0,660.0,501.0,480.0,
440,440.0,461.0,561.0,,520.0,661.0,520.0,481.0,
441,441.0,480.0,581.0,,521.0,680.0,521.0,500.0,
460,460.0,481.0,601.0,,540.0,700.0,540.0,501.0,
461,461.0,500.0,620.0,,541.0,701.0,541.0,520.0,
480,480.0,501.0,640.0,,560.0,721.0,560.0,521.0,
481,481.0,520.0,641.0,,561.0,741.0,561.0,540.0,
500,500.0,521.0,660.0,,580.0,780.0,580.0,541.0,
501,501.0,540.0,661.0,,581.0,800.0,581.0,560.0,
520,520.0,541.0,680.0,,600.0,801.0,601.0,561.0,
521,521.0,560.0,700.0,,601.0,821.0,620.0,580.0,
540,540.0,561.0,701.0,,620.0,841.0,640.0,581.0,
541,541.0,580.0,720.0,,640.0,861.0,641.0,600.0,
560,560.0,581.0,721.0,,641.0,880.0,660.0,601.0,
561,561.0,600.0,741.0,,660.0,881.0,661.0,620.0,
580,580.0,601.0,780.0,,661.0,900.0,680.0,640.0,
581,581.0,620.0,800.0,,680.0,901.0,681.0,641.0,
600,600.0,640.0,801.0,,681.0,921.0,700.0,660.0,
601,601.0,641.0,821.0,,700.0,940.0,701.0,661.0,
620,620.0,660.0,841.0,,701.0,941.0,720.0,680.0,
621,621.0,661.0,861.0,,720.0,980.0,721.0,681.0,
640,640.0,680.0,880.0,,721.0,981.0,741.0,700.0,
641,641.0,681.0,881.0,,741.0,1000.0,780.0,701.0,
660,660.0,700.0,900.0,,780.0,1001.0,800.0,720.0,
661,661.0,701.0,901.0,,781.0,1040.0,801.0,721.0,
680,680.0,720.0,920.0,,800.0,1060.0,821.0,741.0,
681,681.0,721.0,921.0,,801.0,1080.0,841.0,780.0,
700,700.0,741.0,940.0,,820.0,1100.0,861.0,781.0,
701,701.0,780.0,941.0,,821.0,1101.0,880.0,800.0,
720,720.0,781.0,980.0,,841.0,1120.0,881.0,801.0,
721,721.0,800.0,981.0,,860.0,1121.0,900.0,820.0,
741,741.0,801.0,1000.0,,861.0,1140.0,901.0,821.0,
761,761.0,820.0,1001.0,,880.0,1141.0,920.0,840.0,
780,780.0,821.0,1040.0,,881.0,1160.0,921.0,841.0,
781,781.0,840.0,1060.0,,900.0,1180.0,940.0,860.0,
800,800.0,841.0,1080.0,,901.0,1200.0,941.0,861.0,
801,801.0,860.0,1081.0,,920.0,1201.0,980.0,880.0,
820,820.0,861.0,1100.0,,921.0,1220.0,981.0,881.0,
821,821.0,880.0,1101.0,,940.0,1221.0,1000.0,900.0,
840,840.0,881.0,1120.0,,941.0,1240.0,1001.0,901.0,
841,841.0,900.0,1121.0,,980.0,1241.0,1040.0,920.0,
860,860.0,901.0,1140.0,,981.0,1260.0,1060.0,921.0,
861,861.0,920.0,1141.0,,1000.0,1280.0,1080.0,940.0,
880,880.0,921.0,1160.0,,1001.0,1281.0,1081.0,941.0,
881,881.0,940.0,1180.0,,1040.0,1320.0,1100.0,960.0,
900,900.0,941.0,1200.0,,1041.0,1321.0,1101.0,961.0,
901,901.0,961.0,1201.0,,1060.0,1340.0,1120.0,980.0,
920,920.0,980.0,1220.0,,1080.0,1360.0,1121.0,981.0,
921,921.0,981.0,1221.0,,1081.0,1380.0,1140.0,1000.0,
940,940.0,1000.0,1240.0,,1100.0,1381.0,1141.0,1001.0,
941,941.0,1001.0,1241.0,,1101.0,1401.0,1160.0,1020.0,
960,960.0,1020.0,1260.0,,1120.0,1421.0,1180.0,1021.0,
961,961.0,1040.0,1280.0,,1121.0,1440.0,1200.0,1040.0,
980,980.0,1041.0,1281.0,,1140.0,1441.0,1201.0,1041.0,
981,981.0,1060.0,1320.0,,1141.0,1460.0,1220.0,1060.0,
1000,1000.0,1061.0,1321.0,,1160.0,1480.0,1221.0,1061.0,
1001,1001.0,1080.0,1340.0,,1180.0,1481.0,1240.0,1080.0,
1020,1020.0,1081.0,1341.0,,1200.0,1501.0,1241.0,1081.0,
1021,1021.0,1100.0,1360.0,,1201.0,1520.0,1260.0,1100.0,
1040,1040.0,1101.0,1361.0,,1220.0,1540.0,1280.0,1101.0,
1041,1041.0,1120.0,1380.0,,1221.0,1541.0,1281.0,1120.0,
1060,1060.0,1121.0,1381.0,,1240.0,1560.0,1320.0,1121.0,
1061,1061.0,1140.0,1400.0,,1241.0,1580.0,1321.0,1140.0,
1080,1080.0,1141.0,1401.0,,1260.0,1600.0,1340.0,1141.0,
1081,1081.0,1160.0,1421.0,,1280.0,1601.0,1360.0,1160.0,
1100,1100.0,1180.0,1440.0,,1281.0,1620.0,1380.0,1161.0,
1101,1101.0,1181.0,1441.0,,1300.0,1621.0,1381.0,1180.0,
1120,1120.0,1200.0,1460.0,,1320.0,1641.0,1401.0,1181.0,
1121,1121.0,1201.0,1480.0,,1321.0,1660.0,1421.0,1200.0,
1140,1140.0,1220.0,1481.0,,1340.0,1661.0,1440.0,1201.0,
1141,1141.0,1221.0,1501.0,,1341.0,1681.0,1441.0,1220.0,
1160,1160.0,1240.0,1520.0,,1360.0,1701.0,1460.0,1221.0,
1161,1161.0,1241.0,1521.0,,1361.0,1721.0,1480.0,1240.0,
1180,1180.0,1260.0,1540.0,,1380.0,1741.0,1481.0,1241.0,
1181,1181.0,1280.0,1541.0,,1381.0,1760.0,1501.0,1260.0,
1200,1200.0,1281.0,1560.0,,1400.0,1761.0,1520.0,1261.0,
1201,1201.0,1300.0,1580.0,,1401.0,1780.0,1540.0,1280.0,
1220,1220.0,1301.0,1581.0,,1420.0,1781.0,1541.0,1281.0,
1221,1221.0,1320.0,1600.0,,1421.0,1801.0,1560.0,1300.0,
1240,1240.0,1321.0,1601.0,,1440.0,1820.0,1580.0,1301.0,
1241,1241.0,1340.0,1620.0,,1441.0,1840.0,1581.0,1320.0,
1260,1260.0,1341.0,1621.0,,1460.0,1841.0,1600.0,1321.0,
1261,1261.0,1360.0,1640.0,,1480.0,1861.0,1601.0,1340.0,
1280,1280.0,1361.0,1641.0,,1481.0,1881.0,1620.0,1341.0,
1281,1281.0,1380.0,1660.0,,1501.0,1901.0,1621.0,1360.0,
1300,1300.0,1381.0,1661.0,,1520.0,1920.0,1641.0,1361.0,
1301,1301.0,1400.0,1680.0,,1521.0,1921.0,1660.0,1380.0,
1320,1320.0,1401.0,1681.0,,1540.0,1940.0,1661.0,1381.0,
1321,1321.0,1420.0,1701.0,,1541.0,1960.0,1681.0,1400.0,
1340,1340.0,1421.0,1721.0,,1560.0,1961.0,1701.0,1401.0,
1341,1341.0,1440.0,1740.0,,1580.0,1963.0,1721.0,1420.0,
1360,1360.0,1441.0,1741.0,,1581.0,2000.0,1741.0,1421.0,
1361,1361.0,1460.0,1760.0,,1600.0,2001.0,1760.0,1440.0,
1380,1380.0,1480.0,1761.0,,1601.0,2020.0,1780.0,1441.0,
1381,1381.0,1481.0,1780.0,,1620.0,2040.0,1781.0,1460.0,
1400,1400.0,1501.0,1781.0,,1621.0,2060.0,1801.0,1461.0,
1401,1401.0,1520.0,1800.0,,1640.0,2080.0,1820.0,1480.0,
1420,1420.0,1521.0,1801.0,,1641.0,2081.0,1840.0,1481.0,
1421,1421.0,1540.0,1820.0,,1660.0,2100.0,1841.0,1500.0,
1440,1440.0,1541.0,1840.0,,1661.0,2101.0,1875.0,1501.0,
1441,1441.0,1560.0,1841.0,,1680.0,2140.0,1881.0,1520.0,
1460,1460.0,1580.0,1860.0,,1681.0,2141.0,1901.0,1521.0,
1461,1461.0,1581.0,1861.0,,1701.0,2161.0,1920.0,1540.0,
1480,1480.0,1600.0,1881.0,,1721.0,2181.0,1921.0,1541.0,
1481,1481.0,1601.0,1901.0,,1740.0,2200.0,1940.0,1560.0,
1500,1500.0,1620.0,1920.0,,1741.0,2201.0,1960.0,1580.0,
1501,1501.0,1621.0,1921.0,,1760.0,2221.0,1963.0,1581.0,
1520,1520.0,1640.0,1940.0,,1761.0,2240.0,2000.0,1600.0,
1521,1521.0,1641.0,1941.0,,1780.0,2260.0,2001.0,1601.0,
1540,1540.0,1660.0,1960.0,,1781.0,2280.0,2020.0,1620.0,
1541,1541.0,1661.0,1961.0,,1801.0,2281.0,2040.0,1621.0,
1560,1560.0,1680.0,1980.0,,1820.0,2300.0,2060.0,1640.0,
1561,1561.0,1681.0,2000.0,,1821.0,2320.0,2080.0,1641.0,
1580,1580.0,1701.0,2001.0,,1840.0,2321.0,2081.0,1660.0,
1581,1581.0,1721.0,2020.0,,1841.0,2340.0,2101.0,1661.0,
1600,1600.0,1740.0,2021.0,,1860.0,2341.0,2140.0,1680.0,
1601,1601.0,1741.0,2040.0,,1861.0,2360.0,2141.0,1681.0,
1620,1620.0,1760.0,2041.0,,1881.0,2381.0,2161.0,1700.0,
1621,1621.0,1761.0,2060.0,,1901.0,2400.0,2181.0,1701.0,
1640,1640.0,1780.0,2061.0,,1920.0,2401.0,2200.0,1721.0,
1641,1641.0,1781.0,2080.0,,1921.0,2420.0,2201.0,1740.0,
1660,1660.0,1800.0,2081.0,,1940.0,2421.0,2221.0,1741.0,
1661,1661.0,1801.0,2100.0,,1941.0,2440.0,2260.0,1760.0,
1680,1680.0,1820.0,2101.0,,1960.0,2460.0,2280.0,1761.0,
1681,1681.0,1821.0,2120.0,,1961.0,2461.0,2281.0,1780.0,
1700,1700.0,1840.0,2140.0,,1980.0,2480.0,2300.0,1781.0,
1701,1701.0,1841.0,2141.0,,2000.0,2500.0,2340.0,1800.0,
1721,1721.0,1860.0,2161.0,,2001.0,2501.0,2341.0,1801.0,
1740,1740.0,1861.0,2181.0,,2020.0,2520.0,2360.0,1820.0,
1741,1741.0,1881.0,2200.0,,2021.0,2521.0,2381.0,1821.0,
1760,1760.0,1901.0,2201.0,,2040.0,2540.0,2400.0,1840.0,
1761,1761.0,1920.0,2220.0,,2041.0,2541.0,2401.0,1841.0,
1780,1780.0,1921.0,2221.0,,2060.0,2560.0,2420.0,1860.0,
1781,1781.0,1940.0,2240.0,,2061.0,2561.0,2421.0,1861.0,
1800,1800.0,1941.0,2260.0,,2080.0,2581.0,2440.0,1881.0,
1801,1801.0,1960.0,2261.0,,2081.0,2600.0,2460.0,1901.0,
1820,1820.0,1961.0,2280.0,,2100.0,2601.0,2461.0,1920.0,
1821,1821.0,1980.0,2281.0,,2101.0,2620.0,2480.0,1921.0,
1840,1840.0,2000.0,2300.0,,2120.0,2621.0,2500.0,1940.0,
1841,1841.0,2001.0,2301.0,,2140.0,2640.0,2501.0,1941.0,
1860,1860.0,2020.0,2320.0,,2141.0,2641.0,2520.0,1960.0,
1861,1861.0,2021.0,2321.0,,2161.0,2660.0,2540.0,1961.0,
1881,1881.0,2040.0,2340.0,,2181.0,2680.0,2541.0,1980.0,
1900,1900.0,2041.0,2341.0,,2200.0,2681.0,2560.0,1981.0,
1901,1901.0,2060.0,2360.0,,2201.0,2700.0,2561.0,2000.0,
1920,1920.0,2061.0,2380.0,,2220.0,2701.0,2581.0,2001.0,
1921,1921.0,2080.0,2381.0,,2221.0,2721.0,2600.0,2020.0,
1940,1940.0,2081.0,2400.0,,2240.0,2741.0,2620.0,2021.0,
1941,1941.0,2100.0,2401.0,,2260.0,2760.0,2621.0,2040.0,
1960,1960.0,2101.0,2420.0,,2261.0,2780.0,2640.0,2041.0,
1961,1961.0,2120.0,2421.0,,2280.0,2800.0,2641.0,2060.0,
1980,1980.0,2121.0,2440.0,,2281.0,2820.0,2680.0,2061.0,
1981,1981.0,2140.0,2441.0,,2300.0,2821.0,2681.0,2080.0,
2000,2000.0,2141.0,2460.0,,2301.0,2841.0,2700.0,2081.0,
2001,2001.0,2161.0,2461.0,,2320.0,2860.0,2701.0,2100.0,
2020,2020.0,2181.0,2480.0,,2321.0,2861.0,2721.0,2101.0,
2021,2021.0,2200.0,2481.0,,2340.0,2881.0,2741.0,2120.0,
2040,2040.0,2201.0,2500.0,,2341.0,2900.0,2780.0,2121.0,
2041,2041.0,2220.0,2501.0,,2360.0,2901.0,2800.0,2140.0,
2060,2060.0,2221.0,2520.0,,2380.0,2921.0,2820.0,2141.0,
2061,2061.0,2240.0,2521.0,,2381.0,2940.0,2821.0,2160.0,
2080,2080.0,2260.0,2540.0,,2400.0,2941.0,2841.0,2161.0,
2081,2081.0,2261.0,2541.0,,2401.0,2961.0,2861.0,2180.0,
2100,2100.0,2280.0,2560.0,,2420.0,2980.0,2881.0,2181.0,
2101,2101.0,2281.0,2561.0,,2421.0,2981.0,2900.0,2200.0,
2120,2120.0,2300.0,2580.0,,2440.0,3000.0,2901.0,2201.0,
2121,2121.0,2301.0,2581.0,,2441.0,3020.0,2921.0,2220.0,
2140,2140.0,2320.0,2600.0,,2460.0,3021.0,2940.0,2221.0,
2141,2141.0,2321.0,2601.0,,2461.0,3041.0,2941.0,2240.0,
2160,2160.0,2340.0,2620.0,,2480.0,3060.0,2961.0,2241.0,
2161,2161.0,2341.0,2621.0,,2481.0,3061.0,2980.0,2260.0,
2180,2180.0,2360.0,2640.0,,2500.0,3080.0,2981.0,2261.0,
2181,2181.0,2380.0,2641.0,,2501.0,3081.0,3000.0,2280.0,
2200,2200.0,2381.0,2660.0,,2520.0,3120.0,3020.0,2281.0,
2201,2201.0,2400.0,2661.0,,2521.0,3140.0,3021.0,2300.0,
2220,2220.0,2401.0,2680.0,,2540.0,3141.0,3060.0,2301.0,
2221,2221.0,2420.0,2681.0,,2541.0,3160.0,3061.0,2320.0,
2240,2240.0,2421.0,2700.0,,2560.0,3161.0,3080.0,2321.0,
2241,2241.0,2440.0,2701.0,,2561.0,3180.0,3120.0,2340.0,
2260,2260.0,2441.0,2721.0,,2581.0,3181.0,3140.0,2341.0,
2261,2261.0,2460.0,2741.0,,2600.0,3200.0,3141.0,2360.0,
2280,2280.0,2461.0,2760.0,,2601.0,3201.0,3161.0,2361.0,
2281,2281.0,2480.0,2761.0,,2620.0,3220.0,3180.0,2380.0,
2300,2300.0,2481.0,2780.0,,2621.0,3221.0,3181.0,2381.0,
2301,2301.0,2500.0,2800.0,,2640.0,3240.0,3201.0,2400.0,
2320,2320.0,2501.0,2820.0,,2641.0,3241.0,3220.0,2401.0,
2321,2321.0,2520.0,2821.0,,2660.0,3260.0,3221.0,2420.0,
2340,2340.0,2521.0,2841.0,,2661.0,3261.0,3241.0,2421.0,
2341,2341.0,2540.0,2860.0,,2680.0,3280.0,3280.0,2440.0,
2360,2360.0,2541.0,2861.0,,2681.0,3300.0,3300.0,2441.0,
2361,2361.0,2560.0,2881.0,,2700.0,3301.0,3321.0,2460.0,
2380,2380.0,2561.0,2900.0,,2701.0,3321.0,3360.0,2461.0,
2381,2381.0,2581.0,2901.0,,2721.0,3340.0,3380.0,2480.0,
2400,2400.0,2600.0,2920.0,,2741.0,3341.0,3400.0,2481.0,
2401,2401.0,2601.0,2921.0,,2760.0,3360.0,3401.0,2500.0,
2420,2420.0,2620.0,2940.0,,2761.0,3361.0,3440.0,2501.0,
2421,2421.0,2621.0,2941.0,,2780.0,3380.0,3460.0,2520.0,
2440,2440.0,2640.0,2960.0,,2800.0,3400.0,3520.0,2521.0,
2441,2441.0,2641.0,2961.0,,2820.0,3401.0,3541.0,2540.0,
2460,2460.0,2660.0,2980.0,,2821.0,3420.0,,2541.0,
2461,2461.0,2661.0,2981.0,,2841.0,3421.0,,2560.0,
2480,2480.0,2680.0,3000.0,,2860.0,3440.0,,2561.0,
2481,2481.0,2681.0,3020.0,,2861.0,3441.0,,2580.0,
2500,2500.0,2700.0,3021.0,,2881.0,3460.0,,2581.0,
2501,2501.0,2701.0,3041.0,,2900.0,3500.0,,2600.0,
2520,2520.0,2721.0,3060.0,,2901.0,3520.0,,2601.0,
2521,2521.0,2741.0,3061.0,,2920.0,3521.0,,2620.0,
2540,2540.0,2760.0,3080.0,,2921.0,3541.0,,2621.0,
2541,2541.0,2761.0,3081.0,,2940.0,3560.0,,2640.0,
2560,2560.0,2780.0,3101.0,,2941.0,3561.0,,2641.0,
2561,2561.0,2800.0,3120.0,,2960.0,3580.0,,2660.0,
2580,2580.0,2820.0,3140.0,,2961.0,,,2661.0,
2581,2581.0,2821.0,3141.0,,2980.0,,,2680.0,
2600,2600.0,2841.0,3160.0,,2981.0,,,2681.0,
2601,2601.0,2860.0,3161.0,,3000.0,,,2700.0,
2620,2620.0,2861.0,3180.0,,3020.0,,,2701.0,
2621,2621.0,2881.0,3181.0,,3021.0,,,2720.0,
2640,2640.0,2900.0,3200.0,,3041.0,,,2721.0,
2641,2641.0,2901.0,3201.0,,3060.0,,,2741.0,
2660,2660.0,2920.0,3220.0,,3061.0,,,2760.0,
2661,2661.0,2921.0,3221.0,,3080.0,,,2761.0,
2680,2680.0,2940.0,3240.0,,3081.0,,,2780.0,
2681,2681.0,2941.0,3241.0,,3101.0,,,2781.0,
2700,2700.0,2961.0,3260.0,,3120.0,,,2800.0,
2701,2701.0,2980.0,3261.0,,3121.0,,,2801.0,
2720,2720.0,2981.0,3280.0,,3140.0,,,2820.0,
2721,2721.0,3000.0,3300.0,,3141.0,,,2821.0,
2740,2741.0,3020.0,3301.0,,3160.0,,,2841.0,
2741,2760.0,3021.0,3320.0,,3161.0,,,2860.0,
2760,2761.0,3041.0,3321.0,,3180.0,,,2861.0,
2761,2780.0,3060.0,3340.0,,3181.0,,,2880.0,
2780,2781.0,3061.0,3341.0,,3200.0,,,2881.0,
2781,2800.0,3080.0,3360.0,,3201.0,,,2900.0,
2800,2801.0,3081.0,3361.0,,3220.0,,,2901.0,
2801,2820.0,3120.0,3380.0,,3221.0,,,2920.0,
2820,2821.0,3140.0,3400.0,,3240.0,,,2921.0,
2821,2841.0,3141.0,3401.0,,3241.0,,,2940.0,
2841,2860.0,3160.0,3420.0,,3260.0,,,2941.0,
2860,2861.0,3161.0,3421.0,,3261.0,,,2960.0,
2861,2880.0,3180.0,3440.0,,3280.0,,,2961.0,
2880,2881.0,3181.0,3441.0,,3300.0,,,2980.0,
2881,2900.0,3200.0,3460.0,,3301.0,,,2981.0,
2900,2901.0,3201.0,3461.0,,3321.0,,,3000.0,
2901,2920.0,3220.0,3480.0,,3340.0,,,3001.0,
2920,2921.0,3221.0,3500.0,,3341.0,,,3020.0,
2921,2940.0,3240.0,3520.0,,3360.0,,,3021.0,
2940,2941.0,3241.0,3521.0,,3361.0,,,3040.0,
2941,2960.0,3260.0,3541.0,,3380.0,,,3041.0,
2960,2961.0,3261.0,3560.0,,3400.0,,,3060.0,
2961,2980.0,3280.0,3561.0,,3401.0,,,3061.0,
2980,2981.0,3300.0,3580.0,,3420.0,,,3080.0,
2981,3000.0,3301.0,,,3421.0,,,3081.0,
3000,3020.0,3321.0,,,3440.0,,,3100.0,
3001,3021.0,3340.0,,,3441.0,,,3101.0,
3020,3040.0,3341.0,,,3460.0,,,3120.0,
3021,3041.0,3360.0,,,3461.0,,,3121.0,
3040,3060.0,3361.0,,,3480.0,,,3140.0,
3041,3061.0,3380.0,,,3500.0,,,3141.0,
3060,3080.0,3400.0,,,3520.0,,,3160.0,
3061,3081.0,3401.0,,,3521.0,,,3161.0,
3080,3100.0,3420.0,,,3541.0,,,3180.0,
3081,3101.0,3421.0,,,3560.0,,,3181.0,
3100,3120.0,3440.0,,,3561.0,,,3200.0,
3101,3121.0,3441.0,,,3580.0,,,3201.0,
3120,3140.0,3460.0,,,,,,3220.0,
3121,3141.0,3500.0,,,,,,3221.0,
3140,3160.0,3520.0,,,,,,3240.0,
3141,3161.0,3521.0,,,,,,3241.0,
3160,3180.0,3541.0,,,,,,3260.0,
3161,3181.0,3560.0,,,,,,3261.0,
3180,3200.0,3561.0,,,,,,3280.0,
3181,3201.0,3580.0,,,,,,3281.0,
3200,3220.0,,,,,,,3300.0,
3201,3221.0,,,,,,,3301.0,
3220,3240.0,,,,,,,3320.0,
3221,3241.0,,,,,,,3321.0,
3240,3260.0,,,,,,,3340.0,
3241,3261.0,,,,,,,3341.0,
3260,3280.0,,,,,,,3360.0,
3261,3281.0,,,,,,,3361.0,
3280,3300.0,,,,,,,3380.0,
3281,3301.0,,,,,,,3381.0,
3300,3320.0,,,,,,,3400.0,
3301,3321.0,,,,,,,3401.0,
3320,3340.0,,,,,,,3420.0,
3321,3341.0,,,,,,,3421.0,
3340,3360.0,,,,,,,3440.0,
3341,3361.0,,,,,,,3441.0,
3360,3380.0,,,,,,,3460.0,
3361,3400.0,,,,,,,3461.0,
3380,3401.0,,,,,,,3480.0,
3381,3420.0,,,,,,,3500.0,
3400,3421.0,,,,,,,3520.0,
3401,3440.0,,,,,,,3521.0,
3420,3441.0,,,,,,,3540.0,
3421,3460.0,,,,,,,3541.0,
3440,3461.0,,,,,,,3560.0,
3441,3480.0,,,,,,,3561.0,
3460,3500.0,,,,,,,3580.0,
3461,3520.0,,,,,,,,
3480,3521.0,,,,,,,,
3500,3540.0,,,,,,,,
3520,3541.0,,,,,,,,
3521,3560.0,,,,,,,,
3540,3561.0,,,,,,,,
3541,3580.0,,,,,,,,
3560,,,,,,,,,
3561,,,,,,,,,
3580,,,,,,,,,
